gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	DC	Ery	Gran	HSPC	Mono	NK	T
RLN2	P04090	False	RLN2_HUMAN		CPI-SS0FB2E9FF3	0.003	0.0	0.002	0.0	0.001	0.0	0.0	0.005
SCT	P09683	False	SCT_HUMAN		CPI-SS0C6FEEA14	0.0	0.058	0.0	0.0	0.002	0.0	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0E2696443	0.003	0.0	0.0	0.0	0.008	0.006	0.0	0.003
POMC	P01189	False	POMC_HUMAN		CPI-SS032869B21	0.019	0.0	0.097	0.0	0.017	0.0	0.062	0.017
AVP	P01185	False	AVP_HUMAN		CPI-SS00D55E7F1	0.005	0.0	0.004	0.001	0.346	0.0	0.0	0.002
RLN2	P04090	False	RLN2_HUMAN		CPI-SS07D7A06C1	0.003	0.0	0.002	0.0	0.001	0.0	0.0	0.005
SCT	P09683	False	SCT_HUMAN		CPI-SS0EC70F078	0.0	0.058	0.0	0.0	0.002	0.0	0.0	0.0
CALM1	P0DP23	False	CALM1_HUMAN		CPI-SS09F6EBE93	0.676	0.623	0.486	0.574	0.416	0.608	1.14	0.868
PTMA	P06454	False	PTMA_HUMAN		CPI-SS09EF65834	1.469	1.557	1.427	1.408	1.431	1.253	1.523	1.384
POMC	P01189	False	POMC_HUMAN		CPI-SS03F2D0912	0.019	0.0	0.097	0.0	0.017	0.0	0.062	0.017
AVP	P01185	False	AVP_HUMAN		CPI-SS0921F19C4	0.005	0.0	0.004	0.001	0.346	0.0	0.0	0.002
RLN2	P04090	False	RLN2_HUMAN		CPI-SS0527B9DF1	0.003	0.0	0.002	0.0	0.001	0.0	0.0	0.005
SCT	P09683	False	SCT_HUMAN		CPI-SS06B1428D4	0.0	0.058	0.0	0.0	0.002	0.0	0.0	0.0
ADM	P35318	False	ADM_HUMAN		CPI-SS07297A3AD	0.011	0.006	0.057	0.024	0.003	0.253	0.0	0.003
INSL3	P51460	False	INSL3_HUMAN		CPI-SS055FC8123	0.004	0.0	0.0	0.001	0.001	0.0	0.0	0.007
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0422FB94A	0.141	0.693	0.131	0.615	0.514	0.647	0.261	0.268
POMC	P01189	False	POMC_HUMAN		CPI-SS096DDDCBC	0.019	0.0	0.097	0.0	0.017	0.0	0.062	0.017
CXCL10	P02778	False	CXCL10_HUMAN		CPI-SS094013D10	0.0	0.0	0.0	0.002	0.001	0.005	0.0	0.0
APP	P05067	False	APP_HUMAN		CPI-SS0BCB0DBB3	0.039	0.419	0.004	0.156	0.148	0.07	0.0	0.025
C3	P01024	False	C3_HUMAN		CPI-SS09A4BB81D	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
PF4	P02776	False	PF4_HUMAN		CPI-SS080900D13	0.001	0.0	0.004	0.0	0.006	0.0	0.0	0.002
CORT	O00230	False	CORT_HUMAN		CPI-SS0E176DAD6	0.001	0.0	0.015	0.001	0.003	0.0	0.0	0.0
C5	P01031	False	C5_HUMAN		CPI-SS0206FC5C4	0.005	0.012	0.0	0.01	0.014	0.004	0.0	0.002
PPBP	P02775	False	PPBP_HUMAN		CPI-SS0B39D5003	0.0	0.0	0.006	0.001	0.002	0.0	0.0	0.0
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0833E9829	0.044	0.467	0.041	0.788	0.643	0.901	0.383	0.24
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0AA82A168	0.141	0.693	0.131	0.615	0.514	0.647	0.261	0.268
CXCL10	P02778	False	CXCL10_HUMAN		CPI-SS080683E15	0.0	0.0	0.0	0.002	0.001	0.005	0.0	0.0
PF4	P02776	False	PF4_HUMAN		CPI-SS01A6823FA	0.001	0.0	0.004	0.0	0.006	0.0	0.0	0.002
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0BF944C6D	0.009	0.044	0.006	0.113	0.046	0.082	1.056	0.639
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS05E6C34AB	0.141	0.693	0.131	0.615	0.514	0.647	0.261	0.268
APP	P05067	False	APP_HUMAN		CPI-SS09A4576D9	0.039	0.419	0.004	0.156	0.148	0.07	0.0	0.025
PDGFRB	P09619	False	PDGFRB_HUMAN		CPI-SS03FB81012	0.001	0.0	0.0	0.0	0.004	0.005	0.0	0.003
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0122128E0	0.174	0.301	0.04	0.256	0.206	0.463	0.834	0.316
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS086F43A39	0.021	0.106	0.0	0.047	0.021	0.301	0.115	0.013
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0187EE42A	0.001	0.023	0.0	0.0	0.003	0.0	0.0	0.035
HRAS	P01112	False	HRAS_HUMAN		CPI-SS07D0E29D8	0.02	0.043	0.07	0.031	0.03	0.014	0.0	0.01
ESR1	P03372	False	ESR1_HUMAN		CPI-SS0126A9645	0.007	0.0	0.0	0.007	0.005	0.01	0.0	0.004
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS0398E864A	0.0	0.057	0.0	0.0	0.002	0.0	0.0	0.0
PTGS2	P35354	False	PTGS2_HUMAN		CPI-SS0D4BE9D37	0.006	0.0	0.008	0.022	0.072	0.191	0.0	0.007
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS03666DA7A	0.141	0.693	0.131	0.615	0.514	0.647	0.261	0.268
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	0.009	0.044	0.006	0.113	0.046	0.082	1.056	0.639
CD4	P01730	False	CD4_HUMAN		CPI-SS0ABB32BF0	0.001	0.237	0.005	0.118	0.034	0.189	0.067	0.049
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0B9E7D0EC	0.005	0.0	0.0	0.0	0.002	0.081	0.0	0.002
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	0.045	0.057	0.014	0.102	0.014	0.512	0.717	0.176
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	0.011	0.006	0.007	0.004	0.0	0.259	0.281	0.177
CCL3L1	P16619	False	CCL3L1_HUMAN		CPI-SS036B7E46C	0.008	0.01	0.0	0.056	0.004	0.337	0.059	0.02
S100A4	P26447	False	S100A4_HUMAN		CPI-SS05CA2B2B4	0.156	0.995	0.617	0.559	0.489	0.827	0.873	0.332
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0C39D566E	0.141	0.693	0.131	0.615	0.514	0.647	0.261	0.268
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.052	0.0	0.0	0.0	0.001	0.0	0.0	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0579FA162	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS00FD788E8	0.141	0.693	0.131	0.615	0.514	0.647	0.261	0.268
MMP2	P08253	False	MMP2_HUMAN		CPI-SS0AE8C3A27	0.001	0.0	0.0	0.0	0.014	0.0	0.0	0.0
ITGA2B	P08514	False	ITGA2B_HUMAN		CPI-SS01B37D7D8	0.001	0.056	0.016	0.011	0.037	0.009	0.0	0.002
ITGB3	P05106	False	ITGB3_HUMAN		CPI-SS044094057	0.001	0.0	0.003	0.0	0.004	0.0	0.0	0.0
PRSS2	P07478	False	PRSS2_HUMAN		CPI-SS0A94DAC37	0.0	0.0	0.0	0.0	0.01	0.004	0.0	0.0
CTSG	P08311	False	CTSG_HUMAN		CPI-SS072BEC00E	0.004	0.02	0.001	0.237	0.226	0.01	0.0	0.0
GZMA	P12544	False	GZMA_HUMAN		CPI-SS07EA09568	0.0	0.0	0.001	0.0	0.002	0.003	0.776	0.285
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0A3CA0C16	0.141	0.693	0.131	0.615	0.514	0.647	0.261	0.268
FN1	P02751	False	FN1_HUMAN		CPI-SS027E3D40A	0.003	0.0	0.0	0.0	0.008	0.006	0.0	0.003
C5	P01031	False	C5_HUMAN		CPI-SS00581282E	0.005	0.012	0.0	0.01	0.014	0.004	0.0	0.002
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0BAC17AD7	0.141	0.693	0.131	0.615	0.514	0.647	0.261	0.268
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0023122D0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.002
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS085021184	0.141	0.693	0.131	0.615	0.514	0.647	0.261	0.268
PPBP	P02775	False	PPBP_HUMAN		CPI-SS07AB1C381	0.0	0.0	0.006	0.001	0.002	0.0	0.0	0.0
CXCL8	P10145	False	CXCL8_HUMAN		CPI-SS0698C4DC4	0.039	0.138	0.023	0.356	0.327	1.008	0.16	0.035
CXCL1	P09341	False	CXCL1_HUMAN		CPI-SS0C62E5DD8	0.0	0.0	0.0	0.003	0.012	0.009	0.0	0.0
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS040630206	0.003	0.0	0.002	0.002	0.186	0.225	0.055	0.002
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS0D04AE221	0.001	0.0	0.0	0.006	0.147	0.056	0.0	0.0
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0DE107E3C	0.141	0.693	0.131	0.615	0.514	0.647	0.261	0.268
PPBP	P02775	False	PPBP_HUMAN		CPI-SS0C491A3C1	0.0	0.0	0.006	0.001	0.002	0.0	0.0	0.0
CXCL8	P10145	False	CXCL8_HUMAN		CPI-SS0315F51DD	0.039	0.138	0.023	0.356	0.327	1.008	0.16	0.035
CXCL1	P09341	False	CXCL1_HUMAN		CPI-SS08102DC9E	0.0	0.0	0.0	0.003	0.012	0.009	0.0	0.0
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0F562FEA5	0.003	0.0	0.002	0.002	0.186	0.225	0.055	0.002
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS09185EA8F	0.001	0.0	0.0	0.006	0.147	0.056	0.0	0.0
MIF	P14174	False	MIF_HUMAN		CPI-SS0C2B9C062	0.399	0.7	0.501	0.566	0.72	0.321	0.621	0.398
CD74	P04233	False	CD74_HUMAN		CPI-SS001BAA737	1.418	1.581	0.062	0.964	0.822	1.056	0.692	0.355
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS08D8EC856	0.141	0.693	0.131	0.615	0.514	0.647	0.261	0.268
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0F739D3DB	0.044	0.467	0.041	0.788	0.643	0.901	0.383	0.24
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0DE6FCF38	0.141	0.693	0.131	0.615	0.514	0.647	0.261	0.268
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0CA4C783F	0.141	0.693	0.131	0.615	0.514	0.647	0.261	0.268
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS091AAE861	0.141	0.693	0.131	0.615	0.514	0.647	0.261	0.268
NRP1	O14786	False	NRP1_HUMAN		CPI-SS03D3108AE	0.0	0.054	0.0	0.0	0.004	0.02	0.0	0.001
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	0.009	0.0	0.0	0.005	0.002	0.004	0.0	0.246
S100A9	P06702	False	S100A9_HUMAN		CPI-SS0E873DD1D	0.047	0.426	0.036	0.303	0.031	1.038	0.0	0.074
S100B	P04271	False	S100B_HUMAN		CPI-SS0990BCA45	0.0	0.425	0.001	0.121	0.049	0.035	0.0	0.005
VWF	P04275	False	VWF_HUMAN		CPI-SS03B60356D	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0
LRPAP1	P30533	False	LRPAP1_HUMAN		CPI-SS00BC1D7B7	0.119	0.119	0.131	0.19	0.171	0.194	0.127	0.092
APP	P05067	False	APP_HUMAN		CPI-SS01C1F9BD5	0.039	0.419	0.004	0.156	0.148	0.07	0.0	0.025
C3	P01024	False	C3_HUMAN		CPI-SS07BD289CC	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0
PF4	P02776	False	PF4_HUMAN		CPI-SS0B6760FAD	0.001	0.0	0.004	0.0	0.006	0.0	0.0	0.002
CALR	P27797	False	CALR_HUMAN		CPI-SS0CA60658F	0.354	0.515	0.625	0.919	0.819	0.304	0.66	0.4
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.002
LDLR	P01130	False	LDLR_HUMAN		CPI-SS05D25E16C	0.039	0.067	0.068	0.091	0.133	0.115	0.0	0.048
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0B2A7EE22	0.001	0.004	0.0	0.004	0.004	0.169	0.113	0.0
MDK	P21741	False	MDK_HUMAN		CPI-SS006C6537E	0.042	0.075	0.001	0.013	0.199	0.011	0.0	0.001
HSPG2	P98160	False	HSPG2_HUMAN		CPI-SS01611BFB1	0.001	0.0	0.001	0.027	0.032	0.016	0.0	0.003
TFPI	P10646	False	TFPI_HUMAN		CPI-SS02732F2A4	0.004	0.044	0.119	0.021	0.31	0.0	0.0	0.008
F8	P00451	False	F8_HUMAN		CPI-SS0D47CF8AB	0.0	0.0	0.007	0.004	0.002	0.0	0.0	0.005
AGRN	O00468	False	AGRN_HUMAN		CPI-SS031728D8B	0.001	0.0	0.012	0.011	0.009	0.015	0.0	0.011
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0B54D7D88	0.001	0.0	0.0	0.03	0.023	0.047	0.0	0.007
SERPINE1	P05121	False	SERPINE1_HUMAN		CPI-SS08E77BC24	0.002	0.0	0.002	0.011	0.009	0.011	0.0	0.0
LPL	P06858	False	LPL_HUMAN		CPI-SS0F1351371	0.002	0.0	0.0	0.005	0.003	0.004	0.0	0.0
APOA1	P02647	False	APOA1_HUMAN		CPI-SS07FDE0981	0.003	0.0	0.002	0.018	0.036	0.002	0.0	0.006
APOE	P02649	False	APOE_HUMAN		CPI-SS0401F61EA	0.006	0.0	0.091	0.01	0.02	0.058	0.0	0.009
APOC2	P02655	False	APOC2_HUMAN		CPI-SS0DACCF1C5	0.001	0.166	0.0	0.039	0.02	0.028	0.0	0.0
LGALS9	O00182	False	LGALS9_HUMAN		CPI-SS0419B80C4	0.097	0.33	0.234	0.317	0.265	0.212	0.127	0.048
MMP9	P14780	False	MMP9_HUMAN		CPI-SS0B0C9B5EB	0.004	0.0	0.0	0.006	0.001	0.006	0.0	0.002
FCN1	O00602	False	FCN1_HUMAN		CPI-SS0BDEDE435	0.011	0.057	0.011	0.093	0.014	0.703	0.063	0.017
PLAT	P00750	False	PLAT_HUMAN		CPI-SS0CAD4D1F3	0.001	0.0	0.002	0.0	0.004	0.004	0.0	0.012
SERPINA1	P01009	False	SERPINA1_HUMAN		CPI-SS052F44300	0.002	0.156	0.0	0.066	0.012	0.548	0.0	0.004
A2M	P01023	False	A2M_HUMAN		CPI-SS03A1FC511	0.001	0.0	0.0	0.0	0.005	0.016	0.0	0.023
C1QB	P02746	False	C1QB_HUMAN		CPI-SS088CA72FA	0.004	0.0	0.001	0.0	0.001	0.093	0.0	0.0
LTF	P02788	False	LTF_HUMAN		CPI-SS0831A016E	0.0	0.0	0.004	0.0	0.003	0.006	0.0	0.006
SERPING1	P05155	False	SERPING1_HUMAN		CPI-SS0C4DE5745	0.002	0.039	0.007	0.03	0.108	0.04	0.0	0.0
SERPINE2	P07093	False	SERPINE2_HUMAN		CPI-SS0BE6345A1	0.003	0.0	0.042	0.001	0.03	0.004	0.0	0.004
PSAP	P07602	False	PSAP_HUMAN		CPI-SS09F7411A6	0.284	0.937	0.34	0.609	0.452	0.984	0.282	0.171
HSP90AA1	P07900	False	HSP90AA1_HUMAN		CPI-SS0B982FDFC	0.905	1.078	1.277	1.08	1.156	0.937	1.395	1.057
LIPC	P11150	False	LIPC_HUMAN		CPI-SS09E7E3A89	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0
HSP90B1	P14625	False	HSP90B1_HUMAN		CPI-SS0D0AAD278	0.681	0.954	0.702	1.227	1.024	0.667	0.835	0.568
VWF	P04275	False	VWF_HUMAN		CPI-SS058A32703	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS02BF2E3B8	0.003	0.0	0.0	0.0	0.008	0.006	0.0	0.003
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0805DE8B6	0.174	0.301	0.04	0.256	0.206	0.463	0.834	0.316
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS019974A83	0.012	0.0	0.005	0.006	0.01	0.003	0.0	0.0
SEMA7A	O75326	False	SEMA7A_HUMAN		CPI-SS0F6313749	0.021	0.083	0.036	0.001	0.007	0.008	0.0	0.004
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS004E2CF6B	0.004	0.0	0.0	0.0	0.004	0.0	0.07	0.007
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0BEA699C6	0.0	0.0	0.0	0.004	0.002	0.008	0.0	0.0
AGRN	O00468	False	AGRN_HUMAN		CPI-SS09FE3FCD6	0.001	0.0	0.012	0.011	0.009	0.015	0.0	0.011
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0A0F54D53	0.001	0.0	0.0	0.03	0.023	0.047	0.0	0.007
F13A1	P00488	False	F13A1_HUMAN		CPI-SS09112AE47	0.002	0.0	0.002	0.099	0.014	0.023	0.0	0.003
VWF	P04275	False	VWF_HUMAN		CPI-SS052C1D0E7	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0B1190CD5	0.003	0.0	0.0	0.0	0.008	0.006	0.0	0.003
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0E4272D6E	0.174	0.301	0.04	0.256	0.206	0.463	0.834	0.316
IGF1	P05019	False	IGF1_HUMAN		CPI-SS095F30639	0.052	0.0	0.0	0.0	0.001	0.0	0.0	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0BD7F0DE4	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.002
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS0077CF16A	0.012	0.0	0.005	0.006	0.01	0.003	0.0	0.0
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS089D6E438	0.004	0.0	0.0	0.0	0.004	0.0	0.07	0.007
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0DCBC051A	0.001	0.0	0.0	0.03	0.023	0.047	0.0	0.007
SERPINE1	P05121	False	SERPINE1_HUMAN		CPI-SS062574DF1	0.002	0.0	0.002	0.011	0.009	0.011	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS0F6C256BB	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS05CBE1108	0.015	0.135	0.073	0.226	0.136	0.634	0.031	0.016
FN1	P02751	False	FN1_HUMAN		CPI-SS0683A318D	0.003	0.0	0.0	0.0	0.008	0.006	0.0	0.003
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS0371773ED	0.012	0.0	0.005	0.006	0.01	0.003	0.0	0.0
LAMB1	P07942	False	LAMB1_HUMAN		CPI-SS095B656F8	0.006	0.0	0.004	0.008	0.009	0.009	0.0	0.007
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SS08EF9A487	0.021	0.0	0.0	0.0	0.006	0.0	0.0	0.0
COL6A1	P12109	False	COL6A1_HUMAN		CPI-SS0C8D03B03	0.001	0.0	0.0	0.0	0.01	0.009	0.0	0.005
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS0A056285E	0.004	0.0	0.0	0.0	0.004	0.0	0.07	0.007
COL6A2	P12110	False	COL6A2_HUMAN		CPI-SS07B22F53C	0.002	0.02	0.0	0.001	0.008	0.005	0.0	0.005
COL4A4	P53420	False	COL4A4_HUMAN		CPI-SS099D8A355	0.02	0.0	0.007	0.0	0.001	0.0	0.0	0.0
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0DB833B3F	0.0	0.0	0.0	0.004	0.002	0.008	0.0	0.0
TGM2	P21980	False	TGM2_HUMAN		CPI-SS0D4D0A5DA	0.001	0.0	0.141	0.0	0.009	0.007	0.0	0.002
TNXB	P22105	False	TNXB_HUMAN		CPI-SS0D5C22B5B	0.004	0.0	0.076	0.0	0.006	0.0	0.0	0.002
F13A1	P00488	False	F13A1_HUMAN		CPI-SS061158AC6	0.002	0.0	0.002	0.099	0.014	0.023	0.0	0.003
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SS08A84828E	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.013
LAMB2	P55268	False	LAMB2_HUMAN		CPI-SS0B572E64A	0.003	0.0	0.0	0.017	0.026	0.007	0.0	0.003
ADAM15	Q13444	False	ADAM15_HUMAN		CPI-SS0122AF98A	0.008	0.0	0.087	0.074	0.045	0.084	0.065	0.003
LAMB3	Q13751	False	LAMB3_HUMAN		CPI-SS0E124F269	0.001	0.0	0.001	0.004	0.0	0.047	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS0FBF14A21	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0C42B3C45	0.003	0.0	0.0	0.0	0.008	0.006	0.0	0.003
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS07636301B	0.174	0.301	0.04	0.256	0.206	0.463	0.834	0.316
IGF1	P05019	False	IGF1_HUMAN		CPI-SS04D3333CF	0.052	0.0	0.0	0.0	0.001	0.0	0.0	0.0
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0DB069392	0.0	0.0	0.0	0.004	0.002	0.008	0.0	0.0
ADAM23	O75077	False	ADAM23_HUMAN		CPI-SS09CB92873	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS081035DEE	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0917DCF52	0.003	0.0	0.0	0.0	0.008	0.006	0.0	0.003
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0C2FD6EFC	0.001	0.004	0.0	0.004	0.004	0.169	0.113	0.0
F13A1	P00488	False	F13A1_HUMAN		CPI-SS0DB9B9B49	0.002	0.0	0.002	0.099	0.014	0.023	0.0	0.003
VCAN	P13611	False	VCAN_HUMAN		CPI-SS09B7E7E15	0.013	0.037	0.004	0.11	0.019	0.689	0.0	0.013
ADAM23	O75077	False	ADAM23_HUMAN		CPI-SS0F59EBEC8	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CD14	P08571	False	CD14_HUMAN		CPI-SS044700115	0.0	0.0	0.001	0.009	0.003	0.273	0.0	0.005
VWF	P04275	False	VWF_HUMAN		CPI-SS05E90015E	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0ABEA8AB7	0.003	0.0	0.0	0.0	0.008	0.006	0.0	0.003
THBS1	P07996	False	THBS1_HUMAN		CPI-SS06EEF3EB3	0.001	0.004	0.0	0.004	0.004	0.169	0.113	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS0A963B02A	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0
F12	P00748	False	F12_HUMAN		CPI-SS0E90C0E37	0.002	0.0	0.0	0.004	0.003	0.01	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS0D3FBE5C7	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS02F1B2170	0.063	0.598	0.017	0.538	0.201	0.659	0.624	0.256
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS05F88F595	0.003	0.021	0.003	0.032	0.006	0.233	0.064	0.008
THBS1	P07996	False	THBS1_HUMAN		CPI-SS07D70FA3D	0.001	0.004	0.0	0.004	0.004	0.169	0.113	0.0
F12	P00748	False	F12_HUMAN		CPI-SS0EDD4F3A6	0.002	0.0	0.0	0.004	0.003	0.01	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS08D09E4CD	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS014044B97	0.063	0.598	0.017	0.538	0.201	0.659	0.624	0.256
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS06EC816B2	0.003	0.021	0.003	0.032	0.006	0.233	0.064	0.008
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0D976DC4F	0.001	0.004	0.0	0.004	0.004	0.169	0.113	0.0
LTF	P02788	False	LTF_HUMAN		CPI-SS0B7EE52FF	0.0	0.0	0.004	0.0	0.003	0.006	0.0	0.006
F12	P00748	False	F12_HUMAN		CPI-SS0853C0705	0.002	0.0	0.0	0.004	0.003	0.01	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS09F8D23F9	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SS095A5B8F6	0.0	0.0	0.004	0.002	0.007	0.0	0.0	0.003
SERPING1	P05155	False	SERPING1_HUMAN		CPI-SS053F13142	0.002	0.039	0.007	0.03	0.108	0.04	0.0	0.0
VCAN	P13611	False	VCAN_HUMAN		CPI-SS056324226	0.013	0.037	0.004	0.11	0.019	0.689	0.0	0.013
