gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	DC	Ery	Gran	HSPC	Mono	NK	T
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0A3CA0C16	0.431	0.868	0.166	0.821	0.753	0.85	0.614	0.516
FN1	P02751	False	FN1_HUMAN		CPI-SS027E3D40A	0.0	0.0	0.0	0.017	0.0	0.08	0.0	0.0
C5	P01031	False	C5_HUMAN		CPI-SS00581282E	0.0	0.0	0.0	0.025	0.0	0.02	0.0	0.0
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0BAC17AD7	0.431	0.868	0.166	0.821	0.753	0.85	0.614	0.516
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0023122D0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS085021184	0.431	0.868	0.166	0.821	0.753	0.85	0.614	0.516
PPBP	P02775	False	PPBP_HUMAN		CPI-SS07AB1C381	0.0	0.0	0.024	0.004	0.0	0.003	0.0	0.0
CXCL8	P10145	False	CXCL8_HUMAN		CPI-SS0698C4DC4	0.171	0.461	0.402	0.558	0.23	0.764	0.319	0.155
CXCL1	P09341	False	CXCL1_HUMAN		CPI-SS0C62E5DD8	0.0	0.0	0.0	0.006	0.0	0.015	0.0	0.009
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS040630206	0.033	0.393	0.136	0.126	0.065	0.339	0.038	0.038
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS0D04AE221	0.017	0.139	0.031	0.108	0.0	0.201	0.0	0.012
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0DE107E3C	0.431	0.868	0.166	0.821	0.753	0.85	0.614	0.516
PPBP	P02775	False	PPBP_HUMAN		CPI-SS0C491A3C1	0.0	0.0	0.024	0.004	0.0	0.003	0.0	0.0
CXCL8	P10145	False	CXCL8_HUMAN		CPI-SS0315F51DD	0.171	0.461	0.402	0.558	0.23	0.764	0.319	0.155
CXCL1	P09341	False	CXCL1_HUMAN		CPI-SS08102DC9E	0.0	0.0	0.0	0.006	0.0	0.015	0.0	0.009
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0F562FEA5	0.033	0.393	0.136	0.126	0.065	0.339	0.038	0.038
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS09185EA8F	0.017	0.139	0.031	0.108	0.0	0.201	0.0	0.012
MIF	P14174	False	MIF_HUMAN		CPI-SS0C2B9C062	0.712	1.025	0.122	1.077	1.371	0.792	0.961	0.864
CD74	P04233	False	CD74_HUMAN		CPI-SS001BAA737	1.569	1.715	0.235	0.541	0.816	0.734	0.498	0.603
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS08D8EC856	0.431	0.868	0.166	0.821	0.753	0.85	0.614	0.516
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0F739D3DB	0.2	1.024	0.299	1.292	0.536	1.422	0.579	0.794
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS09BED5DD4	0.431	0.868	0.166	0.821	0.753	0.85	0.614	0.516
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0DE6FCF38	0.431	0.868	0.166	0.821	0.753	0.85	0.614	0.516
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0CA4C783F	0.431	0.868	0.166	0.821	0.753	0.85	0.614	0.516
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS091AAE861	0.431	0.868	0.166	0.821	0.753	0.85	0.614	0.516
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS03BD27349	0.431	0.868	0.166	0.821	0.753	0.85	0.614	0.516
NRP1	O14786	False	NRP1_HUMAN		CPI-SS03D3108AE	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.0
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	0.0	0.0	0.0	0.008	0.0	0.002	0.097	0.252
S100A9	P06702	False	S100A9_HUMAN		CPI-SS0E873DD1D	0.441	0.456	0.656	1.216	0.168	1.836	0.453	0.405
S100B	P04271	False	S100B_HUMAN		CPI-SS0990BCA45	0.0	0.26	0.0	0.002	0.0	0.002	0.043	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS03B60356D	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
LRPAP1	P30533	False	LRPAP1_HUMAN		CPI-SS00BC1D7B7	0.111	0.137	0.204	0.61	0.345	0.545	0.307	0.239
APP	P05067	False	APP_HUMAN		CPI-SS01C1F9BD5	0.053	0.0	0.023	0.211	0.205	0.115	0.0	0.0
C3	P01024	False	C3_HUMAN		CPI-SS07BD289CC	0.0	0.0	0.0	0.002	0.0	0.002	0.0	0.0
PF4	P02776	False	PF4_HUMAN		CPI-SS0B6760FAD	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
CALR	P27797	False	CALR_HUMAN		CPI-SS0CA60658F	0.278	0.698	0.431	0.906	1.164	0.821	0.817	0.604
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
LDLR	P01130	False	LDLR_HUMAN		CPI-SS05D25E16C	0.018	0.094	0.0	0.097	0.055	0.116	0.032	0.06
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0B2A7EE22	0.061	0.701	0.174	0.199	0.089	0.617	0.135	0.084
MDK	P21741	False	MDK_HUMAN		CPI-SS006C6537E	0.025	0.0	0.0	0.011	0.0	0.012	0.0	0.018
HSPG2	P98160	False	HSPG2_HUMAN		CPI-SS01611BFB1	0.0	0.0	0.0	0.04	0.077	0.009	0.0	0.0
TFPI	P10646	False	TFPI_HUMAN		CPI-SS02732F2A4	0.0	0.166	0.087	0.009	0.0	0.001	0.0	0.0
F8	P00451	False	F8_HUMAN		CPI-SS0D47CF8AB	0.0	0.14	0.0	0.02	0.025	0.013	0.012	0.0
AGRN	O00468	False	AGRN_HUMAN		CPI-SS031728D8B	0.0	0.0	0.033	0.01	0.018	0.01	0.0	0.0
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0B54D7D88	0.0	0.0	0.0	0.017	0.0	0.001	0.0	0.0
SERPINE1	P05121	False	SERPINE1_HUMAN		CPI-SS08E77BC24	0.0	0.0	0.0	0.005	0.0	0.007	0.0	0.0
LPL	P06858	False	LPL_HUMAN		CPI-SS0F1351371	0.0	0.0	0.0	0.211	0.088	0.058	0.0	0.013
APOA1	P02647	False	APOA1_HUMAN		CPI-SS07FDE0981	0.0	0.161	0.0	0.028	0.0	0.004	0.0	0.046
APOE	P02649	False	APOE_HUMAN		CPI-SS0401F61EA	0.014	0.0	0.0	0.006	0.0	0.001	0.0	0.0
APOC2	P02655	False	APOC2_HUMAN		CPI-SS0DACCF1C5	0.0	0.0	0.0	0.193	0.473	0.011	0.0	0.0
LGALS9	O00182	False	LGALS9_HUMAN		CPI-SS0419B80C4	0.129	0.313	0.158	0.575	0.606	0.565	0.118	0.091
MMP9	P14780	False	MMP9_HUMAN		CPI-SS0B0C9B5EB	0.0	0.0	0.0	0.0	0.0	0.001	0.014	0.0
FCN1	O00602	False	FCN1_HUMAN		CPI-SS0BDEDE435	0.038	0.196	0.073	0.158	0.094	0.702	0.06	0.06
PLAT	P00750	False	PLAT_HUMAN		CPI-SS0CAD4D1F3	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.018
SERPINA1	P01009	False	SERPINA1_HUMAN		CPI-SS052F44300	0.018	0.0	0.192	0.505	0.145	1.006	0.046	0.045
A2M	P01023	False	A2M_HUMAN		CPI-SS03A1FC511	0.0	0.141	0.0	0.0	0.0	0.0	0.0	0.0
C1QB	P02746	False	C1QB_HUMAN		CPI-SS088CA72FA	0.041	0.075	0.016	0.028	0.0	0.18	0.0	0.0
LTF	P02788	False	LTF_HUMAN		CPI-SS0831A016E	0.0	0.0	0.0	0.002	0.0	0.001	0.032	0.013
SERPING1	P05155	False	SERPING1_HUMAN		CPI-SS0C4DE5745	0.0	0.0	0.017	0.031	0.038	0.145	0.0	0.0
SERPINE2	P07093	False	SERPINE2_HUMAN		CPI-SS0BE6345A1	0.0	0.0	0.0	0.008	0.124	0.001	0.0	0.0
PSAP	P07602	False	PSAP_HUMAN		CPI-SS09F7411A6	0.254	0.345	0.511	0.966	0.537	1.157	0.344	0.281
HSP90AA1	P07900	False	HSP90AA1_HUMAN		CPI-SS0B982FDFC	1.147	0.635	0.781	1.202	1.264	1.138	1.367	1.311
LIPC	P11150	False	LIPC_HUMAN		CPI-SS09E7E3A89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSP90B1	P14625	False	HSP90B1_HUMAN		CPI-SS0D0AAD278	0.31	0.622	0.449	1.021	1.228	0.789	0.734	0.66
VWF	P04275	False	VWF_HUMAN		CPI-SS058A32703	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS02BF2E3B8	0.0	0.0	0.0	0.017	0.0	0.08	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0805DE8B6	0.28	0.113	0.154	0.487	0.432	0.588	0.662	0.588
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS019974A83	0.0	0.0	0.022	0.0	0.0	0.001	0.0	0.0
SEMA7A	O75326	False	SEMA7A_HUMAN		CPI-SS0F6313749	0.016	0.0	0.047	0.002	0.026	0.001	0.016	0.0
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS004E2CF6B	0.017	0.0	0.0	0.002	0.0	0.0	0.0	0.0
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0BEA699C6	0.0	0.0	0.0	0.001	0.024	0.001	0.0	0.0
AGRN	O00468	False	AGRN_HUMAN		CPI-SS09FE3FCD6	0.0	0.0	0.033	0.01	0.018	0.01	0.0	0.0
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0A0F54D53	0.0	0.0	0.0	0.017	0.0	0.001	0.0	0.0
F13A1	P00488	False	F13A1_HUMAN		CPI-SS09112AE47	0.0	0.0	0.0	0.085	0.16	0.091	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS052C1D0E7	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0B1190CD5	0.0	0.0	0.0	0.017	0.0	0.08	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0E4272D6E	0.28	0.113	0.154	0.487	0.432	0.588	0.662	0.588
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0BD7F0DE4	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS0077CF16A	0.0	0.0	0.022	0.0	0.0	0.001	0.0	0.0
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS089D6E438	0.017	0.0	0.0	0.002	0.0	0.0	0.0	0.0
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0DCBC051A	0.0	0.0	0.0	0.017	0.0	0.001	0.0	0.0
SERPINE1	P05121	False	SERPINE1_HUMAN		CPI-SS062574DF1	0.0	0.0	0.0	0.005	0.0	0.007	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS0F6C256BB	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS05CBE1108	0.0	0.385	0.175	0.071	0.086	0.066	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0683A318D	0.0	0.0	0.0	0.017	0.0	0.08	0.0	0.0
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS0371773ED	0.0	0.0	0.022	0.0	0.0	0.001	0.0	0.0
LAMB1	P07942	False	LAMB1_HUMAN		CPI-SS095B656F8	0.0	0.0	0.024	0.005	0.0	0.001	0.0	0.0
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SS08EF9A487	0.0	0.0	0.0	0.051	0.033	0.03	0.0	0.013
COL6A1	P12109	False	COL6A1_HUMAN		CPI-SS0C8D03B03	0.0	0.0	0.0	0.014	0.062	0.005	0.0	0.014
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS0A056285E	0.017	0.0	0.0	0.002	0.0	0.0	0.0	0.0
COL6A2	P12110	False	COL6A2_HUMAN		CPI-SS07B22F53C	0.0	0.0	0.0	0.007	0.045	0.001	0.102	0.09
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0DB833B3F	0.0	0.0	0.0	0.001	0.024	0.001	0.0	0.0
TGM2	P21980	False	TGM2_HUMAN		CPI-SS0D4D0A5DA	0.0	0.0	0.098	0.02	0.0	0.038	0.016	0.0
TNXB	P22105	False	TNXB_HUMAN		CPI-SS0D5C22B5B	0.0	0.0	0.06	0.006	0.0	0.002	0.0	0.0
F13A1	P00488	False	F13A1_HUMAN		CPI-SS061158AC6	0.0	0.0	0.0	0.085	0.16	0.091	0.0	0.0
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SS08A84828E	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.062
LAMB2	P55268	False	LAMB2_HUMAN		CPI-SS0B572E64A	0.0	0.0	0.0	0.04	0.024	0.015	0.0	0.0
ADAM15	Q13444	False	ADAM15_HUMAN		CPI-SS0122AF98A	0.0	0.227	0.085	0.172	0.259	0.104	0.0	0.0
LAMB3	Q13751	False	LAMB3_HUMAN		CPI-SS0E124F269	0.0	0.0	0.02	0.01	0.0	0.021	0.0	0.027
VWF	P04275	False	VWF_HUMAN		CPI-SS0FBF14A21	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0C42B3C45	0.0	0.0	0.0	0.017	0.0	0.08	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS07636301B	0.28	0.113	0.154	0.487	0.432	0.588	0.662	0.588
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0DB069392	0.0	0.0	0.0	0.001	0.024	0.001	0.0	0.0
ADAM23	O75077	False	ADAM23_HUMAN		CPI-SS09CB92873	0.0	0.0	0.0	0.021	0.029	0.002	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS081035DEE	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0917DCF52	0.0	0.0	0.0	0.017	0.0	0.08	0.0	0.0
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0C2FD6EFC	0.061	0.701	0.174	0.199	0.089	0.617	0.135	0.084
F13A1	P00488	False	F13A1_HUMAN		CPI-SS0DB9B9B49	0.0	0.0	0.0	0.085	0.16	0.091	0.0	0.0
VCAN	P13611	False	VCAN_HUMAN		CPI-SS09B7E7E15	0.076	0.408	0.359	1.108	0.575	1.264	0.096	0.123
ADAM23	O75077	False	ADAM23_HUMAN		CPI-SS0F59EBEC8	0.0	0.0	0.0	0.021	0.029	0.002	0.0	0.0
CD14	P08571	False	CD14_HUMAN		CPI-SS044700115	0.049	0.074	0.221	0.377	0.086	1.107	0.071	0.012
VWF	P04275	False	VWF_HUMAN		CPI-SS05E90015E	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0ABEA8AB7	0.0	0.0	0.0	0.017	0.0	0.08	0.0	0.0
THBS1	P07996	False	THBS1_HUMAN		CPI-SS06EEF3EB3	0.061	0.701	0.174	0.199	0.089	0.617	0.135	0.084
VWF	P04275	False	VWF_HUMAN		CPI-SS0A963B02A	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
F12	P00748	False	F12_HUMAN		CPI-SS0E90C0E37	0.013	0.074	0.0	0.025	0.059	0.056	0.0	0.011
VWF	P04275	False	VWF_HUMAN		CPI-SS0D3FBE5C7	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS02F1B2170	0.102	0.793	0.162	0.815	0.53	0.896	0.802	0.472
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS05F88F595	0.013	0.0	0.0	0.275	0.054	0.357	0.113	0.015
THBS1	P07996	False	THBS1_HUMAN		CPI-SS07D70FA3D	0.061	0.701	0.174	0.199	0.089	0.617	0.135	0.084
F12	P00748	False	F12_HUMAN		CPI-SS0EDD4F3A6	0.013	0.074	0.0	0.025	0.059	0.056	0.0	0.011
VWF	P04275	False	VWF_HUMAN		CPI-SS08D09E4CD	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS014044B97	0.102	0.793	0.162	0.815	0.53	0.896	0.802	0.472
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS06EC816B2	0.013	0.0	0.0	0.275	0.054	0.357	0.113	0.015
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0D976DC4F	0.061	0.701	0.174	0.199	0.089	0.617	0.135	0.084
LTF	P02788	False	LTF_HUMAN		CPI-SS0B7EE52FF	0.0	0.0	0.0	0.002	0.0	0.001	0.032	0.013
F12	P00748	False	F12_HUMAN		CPI-SS0853C0705	0.013	0.074	0.0	0.025	0.059	0.056	0.0	0.011
VWF	P04275	False	VWF_HUMAN		CPI-SS09F8D23F9	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SS095A5B8F6	0.0	0.0	0.0	0.002	0.039	0.003	0.0	0.0
SERPING1	P05155	False	SERPING1_HUMAN		CPI-SS053F13142	0.0	0.0	0.017	0.031	0.038	0.145	0.0	0.0
VCAN	P13611	False	VCAN_HUMAN		CPI-SS056324226	0.076	0.408	0.359	1.108	0.575	1.264	0.096	0.123
GP1BB	P13224	False	GP1BB_HUMAN		CPI-SS0A87165FB	0.0	0.0	0.041	0.008	0.058	0.002	0.0	0.0
GP9	P14770	False	GP9_HUMAN		CPI-SS081A15C77	0.0	0.0	0.0	0.001	0.024	0.0	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS0AE5FACC1	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
ITGB3	P05106	False	ITGB3_HUMAN		CPI-SS09ED77761	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0C78BBDA2	0.144	0.0	0.312	0.342	0.281	0.35	0.353	0.314
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS0E3765D0D	0.0	0.0	0.0	0.016	0.0	0.021	0.0	0.014
SDC4	P31431	False	SDC4_HUMAN		CPI-SS09505F157	0.013	0.0	0.021	0.059	0.028	0.082	0.0	0.015
CD44	P16070	False	CD44_HUMAN		CPI-SS068F0DB9A	0.386	0.894	0.332	0.771	0.524	0.911	0.341	0.593
ITGB5	P18084	False	ITGB5_HUMAN		CPI-SS0F66C2711	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
ITGA2	P17301	False	ITGA2_HUMAN		CPI-SS0234F582B	0.0	0.0	0.0	0.006	0.0	0.001	0.0	0.0
SDC1	P18827	False	SDC1_HUMAN		CPI-SS0823014AA	0.019	0.0	0.0	0.001	0.0	0.0	0.0	0.0
ITGA3	P26006	False	ITGA3_HUMAN		CPI-SS047446339	0.0	0.0	0.0	0.003	0.0	0.0	0.036	0.0
