gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	DC	Ery	Gran	HSPC	Mono	NK	T
SCT	P09683	False	SCT_HUMAN		CPI-SS06B1428D4	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.022
ADM	P35318	False	ADM_HUMAN		CPI-SS07297A3AD	0.0	0.0	0.23	0.29	0.136	1.264	0.022	0.071
INSL3	P51460	False	INSL3_HUMAN		CPI-SS055FC8123	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0422FB94A	0.754	1.395	0.253	1.348	1.134	1.436	1.168	0.907
POMC	P01189	False	POMC_HUMAN		CPI-SS096DDDCBC	0.097	0.0	0.033	0.157	0.172	0.114	0.046	0.106
CXCL10	P02778	False	CXCL10_HUMAN		CPI-SS094013D10	0.0	0.0	0.057	0.023	0.0	0.057	0.0	0.0
APP	P05067	False	APP_HUMAN		CPI-SS0BCB0DBB3	0.092	0.0	0.032	0.284	0.248	0.16	0.0	0.0
C3	P01024	False	C3_HUMAN		CPI-SS09A4BB81D	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0
PF4	P02776	False	PF4_HUMAN		CPI-SS080900D13	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
CORT	O00230	False	CORT_HUMAN		CPI-SS0E176DAD6	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
C5	P01031	False	C5_HUMAN		CPI-SS0206FC5C4	0.0	0.0	0.0	0.031	0.0	0.028	0.0	0.0
PPBP	P02775	False	PPBP_HUMAN		CPI-SS0B39D5003	0.0	0.0	0.033	0.007	0.0	0.004	0.0	0.0
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0833E9829	0.327	1.794	0.57	2.753	0.87	3.188	1.069	1.547
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0AA82A168	0.754	1.395	0.253	1.348	1.134	1.436	1.168	0.907
CXCL10	P02778	False	CXCL10_HUMAN		CPI-SS080683E15	0.0	0.0	0.057	0.023	0.0	0.057	0.0	0.0
PF4	P02776	False	PF4_HUMAN		CPI-SS01A6823FA	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0BF944C6D	0.024	0.0	0.085	0.707	0.601	0.264	3.255	3.314
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS05E6C34AB	0.754	1.395	0.253	1.348	1.134	1.436	1.168	0.907
APP	P05067	False	APP_HUMAN		CPI-SS09A4576D9	0.092	0.0	0.032	0.284	0.248	0.16	0.0	0.0
PDGFRB	P09619	False	PDGFRB_HUMAN		CPI-SS03FB81012	0.0	0.0	0.0	0.0	0.0	0.001	0.028	0.048
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0122128E0	0.476	0.152	0.248	0.722	0.614	0.915	1.215	1.066
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS086F43A39	0.051	0.204	0.062	0.072	0.0	0.279	0.103	0.126
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0187EE42A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048
HRAS	P01112	False	HRAS_HUMAN		CPI-SS07D0E29D8	0.068	0.0	0.116	0.068	0.134	0.045	0.075	0.104
ESR1	P03372	False	ESR1_HUMAN		CPI-SS0126A9645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS0398E864A	0.0	0.128	0.0	0.001	0.0	0.0	0.0	0.0
PTGS2	P35354	False	PTGS2_HUMAN		CPI-SS0D4BE9D37	0.0	0.0	0.079	0.071	0.177	0.048	0.055	0.0
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS03666DA7A	0.754	1.395	0.253	1.348	1.134	1.436	1.168	0.907
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	0.024	0.0	0.085	0.707	0.601	0.264	3.255	3.314
CD4	P01730	False	CD4_HUMAN		CPI-SS0ABB32BF0	0.023	0.0	0.035	0.615	0.555	0.534	0.05	0.068
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0B9E7D0EC	0.069	0.124	0.027	0.031	0.0	0.011	0.069	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	0.289	0.042	0.484	0.626	0.387	0.836	3.007	1.372
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	0.277	0.0	0.189	0.089	0.0	0.158	2.27	1.513
CCL3L1	P16619	False	CCL3L1_HUMAN		CPI-SS036B7E46C	0.047	0.0	0.046	0.066	0.0	0.152	0.488	0.328
S100A4	P26447	False	S100A4_HUMAN		CPI-SS05CA2B2B4	0.835	2.546	0.754	3.018	2.346	3.526	2.591	2.361
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0C39D566E	0.754	1.395	0.253	1.348	1.134	1.436	1.168	0.907
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS00FD788E8	0.754	1.395	0.253	1.348	1.134	1.436	1.168	0.907
MMP2	P08253	False	MMP2_HUMAN		CPI-SS0AE8C3A27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGA2B	P08514	False	ITGA2B_HUMAN		CPI-SS01B37D7D8	0.0	0.0	0.0	0.014	0.079	0.002	0.0	0.0
ITGB3	P05106	False	ITGB3_HUMAN		CPI-SS044094057	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
CTSG	P08311	False	CTSG_HUMAN		CPI-SS072BEC00E	0.0	0.0	0.073	1.033	0.9	0.021	0.0	0.0
GZMA	P12544	False	GZMA_HUMAN		CPI-SS07EA09568	0.0	0.0	0.0	0.021	0.0	0.003	1.766	1.421
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0A3CA0C16	0.754	1.395	0.253	1.348	1.134	1.436	1.168	0.907
FN1	P02751	False	FN1_HUMAN		CPI-SS027E3D40A	0.0	0.0	0.0	0.024	0.0	0.122	0.0	0.0
C5	P01031	False	C5_HUMAN		CPI-SS00581282E	0.0	0.0	0.0	0.031	0.0	0.028	0.0	0.0
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0BAC17AD7	0.754	1.395	0.253	1.348	1.134	1.436	1.168	0.907
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0023122D0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS085021184	0.754	1.395	0.253	1.348	1.134	1.436	1.168	0.907
PPBP	P02775	False	PPBP_HUMAN		CPI-SS07AB1C381	0.0	0.0	0.033	0.007	0.0	0.004	0.0	0.0
CXCL8	P10145	False	CXCL8_HUMAN		CPI-SS0698C4DC4	0.271	1.018	0.74	1.026	0.365	1.51	0.54	0.273
CXCL1	P09341	False	CXCL1_HUMAN		CPI-SS0C62E5DD8	0.0	0.0	0.0	0.008	0.0	0.021	0.0	0.012
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS040630206	0.057	0.69	0.23	0.193	0.091	0.584	0.06	0.06
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS0D04AE221	0.03	0.2	0.048	0.16	0.0	0.334	0.0	0.018
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0DE107E3C	0.754	1.395	0.253	1.348	1.134	1.436	1.168	0.907
PPBP	P02775	False	PPBP_HUMAN		CPI-SS0C491A3C1	0.0	0.0	0.033	0.007	0.0	0.004	0.0	0.0
CXCL8	P10145	False	CXCL8_HUMAN		CPI-SS0315F51DD	0.271	1.018	0.74	1.026	0.365	1.51	0.54	0.273
CXCL1	P09341	False	CXCL1_HUMAN		CPI-SS08102DC9E	0.0	0.0	0.0	0.008	0.0	0.021	0.0	0.012
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0F562FEA5	0.057	0.69	0.23	0.193	0.091	0.584	0.06	0.06
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS09185EA8F	0.03	0.2	0.048	0.16	0.0	0.334	0.0	0.018
MIF	P14174	False	MIF_HUMAN		CPI-SS0C2B9C062	1.289	1.839	0.176	2.036	2.976	1.318	1.854	1.635
CD74	P04233	False	CD74_HUMAN		CPI-SS001BAA737	3.883	4.563	0.374	0.844	1.423	1.255	0.875	1.102
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS08D8EC856	0.754	1.395	0.253	1.348	1.134	1.436	1.168	0.907
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0F739D3DB	0.327	1.794	0.57	2.753	0.87	3.188	1.069	1.547
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS09BED5DD4	0.754	1.395	0.253	1.348	1.134	1.436	1.168	0.907
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0DE6FCF38	0.754	1.395	0.253	1.348	1.134	1.436	1.168	0.907
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0CA4C783F	0.754	1.395	0.253	1.348	1.134	1.436	1.168	0.907
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS091AAE861	0.754	1.395	0.253	1.348	1.134	1.436	1.168	0.907
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS03BD27349	0.754	1.395	0.253	1.348	1.134	1.436	1.168	0.907
NRP1	O14786	False	NRP1_HUMAN		CPI-SS03D3108AE	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	0.0	0.0	0.0	0.011	0.0	0.003	0.165	0.431
S100A9	P06702	False	S100A9_HUMAN		CPI-SS0E873DD1D	0.795	0.78	1.38	3.299	0.437	5.357	0.819	0.754
S100B	P04271	False	S100B_HUMAN		CPI-SS0990BCA45	0.0	0.368	0.0	0.003	0.0	0.003	0.087	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS03B60356D	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
LRPAP1	P30533	False	LRPAP1_HUMAN		CPI-SS00BC1D7B7	0.186	0.196	0.32	0.953	0.427	0.842	0.535	0.409
APP	P05067	False	APP_HUMAN		CPI-SS01C1F9BD5	0.092	0.0	0.032	0.284	0.248	0.16	0.0	0.0
C3	P01024	False	C3_HUMAN		CPI-SS07BD289CC	0.0	0.0	0.0	0.002	0.0	0.003	0.0	0.0
PF4	P02776	False	PF4_HUMAN		CPI-SS0B6760FAD	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
CALR	P27797	False	CALR_HUMAN		CPI-SS0CA60658F	0.494	1.018	0.749	1.565	2.215	1.399	1.584	1.115
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
LDLR	P01130	False	LDLR_HUMAN		CPI-SS05D25E16C	0.033	0.121	0.0	0.135	0.063	0.165	0.053	0.102
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0B2A7EE22	0.091	1.362	0.306	0.324	0.143	1.09	0.236	0.13
MDK	P21741	False	MDK_HUMAN		CPI-SS006C6537E	0.037	0.0	0.0	0.015	0.0	0.016	0.0	0.035
HSPG2	P98160	False	HSPG2_HUMAN		CPI-SS01611BFB1	0.0	0.0	0.0	0.053	0.088	0.013	0.0	0.0
TFPI	P10646	False	TFPI_HUMAN		CPI-SS02732F2A4	0.0	0.26	0.134	0.012	0.0	0.001	0.0	0.0
F8	P00451	False	F8_HUMAN		CPI-SS0D47CF8AB	0.0	0.203	0.0	0.027	0.029	0.017	0.018	0.0
AGRN	O00468	False	AGRN_HUMAN		CPI-SS031728D8B	0.0	0.0	0.053	0.014	0.02	0.014	0.0	0.0
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0B54D7D88	0.0	0.0	0.0	0.021	0.0	0.001	0.0	0.0
SERPINE1	P05121	False	SERPINE1_HUMAN		CPI-SS08E77BC24	0.0	0.0	0.0	0.007	0.0	0.01	0.0	0.0
LPL	P06858	False	LPL_HUMAN		CPI-SS0F1351371	0.0	0.0	0.0	0.295	0.102	0.081	0.0	0.021
APOA1	P02647	False	APOA1_HUMAN		CPI-SS07FDE0981	0.0	0.247	0.0	0.035	0.0	0.005	0.0	0.079
APOE	P02649	False	APOE_HUMAN		CPI-SS0401F61EA	0.022	0.0	0.0	0.008	0.0	0.001	0.0	0.0
APOC2	P02655	False	APOC2_HUMAN		CPI-SS0DACCF1C5	0.0	0.0	0.0	0.283	0.71	0.015	0.0	0.0
LGALS9	O00182	False	LGALS9_HUMAN		CPI-SS0419B80C4	0.217	0.492	0.266	0.857	0.865	0.871	0.203	0.156
MMP9	P14780	False	MMP9_HUMAN		CPI-SS0B0C9B5EB	0.0	0.0	0.0	0.0	0.0	0.001	0.023	0.0
FCN1	O00602	False	FCN1_HUMAN		CPI-SS0BDEDE435	0.057	0.334	0.124	0.242	0.157	1.325	0.096	0.105
PLAT	P00750	False	PLAT_HUMAN		CPI-SS0CAD4D1F3	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.034
SERPINA1	P01009	False	SERPINA1_HUMAN		CPI-SS052F44300	0.033	0.0	0.307	0.785	0.209	1.82	0.07	0.069
A2M	P01023	False	A2M_HUMAN		CPI-SS03A1FC511	0.0	0.204	0.0	0.0	0.0	0.0	0.0	0.0
C1QB	P02746	False	C1QB_HUMAN		CPI-SS088CA72FA	0.067	0.091	0.019	0.041	0.0	0.373	0.0	0.0
LTF	P02788	False	LTF_HUMAN		CPI-SS0831A016E	0.0	0.0	0.0	0.002	0.0	0.001	0.054	0.021
SERPING1	P05155	False	SERPING1_HUMAN		CPI-SS0C4DE5745	0.0	0.0	0.021	0.041	0.046	0.209	0.0	0.0
SERPINE2	P07093	False	SERPINE2_HUMAN		CPI-SS0BE6345A1	0.0	0.0	0.0	0.01	0.165	0.001	0.0	0.0
PSAP	P07602	False	PSAP_HUMAN		CPI-SS09F7411A6	0.424	0.548	0.89	1.731	0.76	2.234	0.586	0.48
HSP90AA1	P07900	False	HSP90AA1_HUMAN		CPI-SS0B982FDFC	2.354	1.015	1.391	2.377	2.574	2.204	3.028	2.87
LIPC	P11150	False	LIPC_HUMAN		CPI-SS09E7E3A89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HSP90B1	P14625	False	HSP90B1_HUMAN		CPI-SS0D0AAD278	0.577	0.969	0.76	1.887	2.492	1.342	1.397	1.193
VWF	P04275	False	VWF_HUMAN		CPI-SS058A32703	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS02BF2E3B8	0.0	0.0	0.0	0.024	0.0	0.122	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0805DE8B6	0.476	0.152	0.248	0.722	0.614	0.915	1.215	1.066
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS019974A83	0.0	0.0	0.031	0.0	0.0	0.001	0.0	0.0
SEMA7A	O75326	False	SEMA7A_HUMAN		CPI-SS0F6313749	0.027	0.0	0.065	0.003	0.03	0.001	0.026	0.0
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS004E2CF6B	0.029	0.0	0.0	0.002	0.0	0.0	0.0	0.0
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0BEA699C6	0.0	0.0	0.0	0.002	0.027	0.001	0.0	0.0
AGRN	O00468	False	AGRN_HUMAN		CPI-SS09FE3FCD6	0.0	0.0	0.053	0.014	0.02	0.014	0.0	0.0
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0A0F54D53	0.0	0.0	0.0	0.021	0.0	0.001	0.0	0.0
F13A1	P00488	False	F13A1_HUMAN		CPI-SS09112AE47	0.0	0.0	0.0	0.113	0.199	0.128	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS052C1D0E7	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0B1190CD5	0.0	0.0	0.0	0.024	0.0	0.122	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0E4272D6E	0.476	0.152	0.248	0.722	0.614	0.915	1.215	1.066
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0BD7F0DE4	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS0077CF16A	0.0	0.0	0.031	0.0	0.0	0.001	0.0	0.0
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS089D6E438	0.029	0.0	0.0	0.002	0.0	0.0	0.0	0.0
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0DCBC051A	0.0	0.0	0.0	0.021	0.0	0.001	0.0	0.0
SERPINE1	P05121	False	SERPINE1_HUMAN		CPI-SS062574DF1	0.0	0.0	0.0	0.007	0.0	0.01	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS0F6C256BB	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS05CBE1108	0.0	0.542	0.277	0.093	0.135	0.092	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0683A318D	0.0	0.0	0.0	0.024	0.0	0.122	0.0	0.0
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS0371773ED	0.0	0.0	0.031	0.0	0.0	0.001	0.0	0.0
LAMB1	P07942	False	LAMB1_HUMAN		CPI-SS095B656F8	0.0	0.0	0.034	0.006	0.0	0.002	0.0	0.0
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SS08EF9A487	0.0	0.0	0.0	0.068	0.038	0.04	0.0	0.021
COL6A1	P12109	False	COL6A1_HUMAN		CPI-SS0C8D03B03	0.0	0.0	0.0	0.018	0.073	0.006	0.0	0.022
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS0A056285E	0.029	0.0	0.0	0.002	0.0	0.0	0.0	0.0
COL6A2	P12110	False	COL6A2_HUMAN		CPI-SS07B22F53C	0.0	0.0	0.0	0.009	0.057	0.002	0.177	0.154
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0DB833B3F	0.0	0.0	0.0	0.002	0.027	0.001	0.0	0.0
TGM2	P21980	False	TGM2_HUMAN		CPI-SS0D4D0A5DA	0.0	0.0	0.142	0.026	0.0	0.053	0.028	0.0
TNXB	P22105	False	TNXB_HUMAN		CPI-SS0D5C22B5B	0.0	0.0	0.093	0.008	0.0	0.003	0.0	0.0
F13A1	P00488	False	F13A1_HUMAN		CPI-SS061158AC6	0.0	0.0	0.0	0.113	0.199	0.128	0.0	0.0
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SS08A84828E	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.13
LAMB2	P55268	False	LAMB2_HUMAN		CPI-SS0B572E64A	0.0	0.0	0.0	0.051	0.027	0.02	0.0	0.0
ADAM15	Q13444	False	ADAM15_HUMAN		CPI-SS0122AF98A	0.0	0.308	0.131	0.233	0.334	0.147	0.0	0.0
LAMB3	Q13751	False	LAMB3_HUMAN		CPI-SS0E124F269	0.0	0.0	0.027	0.013	0.0	0.029	0.0	0.044
VWF	P04275	False	VWF_HUMAN		CPI-SS0FBF14A21	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0C42B3C45	0.0	0.0	0.0	0.024	0.0	0.122	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS07636301B	0.476	0.152	0.248	0.722	0.614	0.915	1.215	1.066
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0DB069392	0.0	0.0	0.0	0.002	0.027	0.001	0.0	0.0
ADAM23	O75077	False	ADAM23_HUMAN		CPI-SS09CB92873	0.0	0.0	0.0	0.026	0.033	0.003	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS081035DEE	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0917DCF52	0.0	0.0	0.0	0.024	0.0	0.122	0.0	0.0
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0C2FD6EFC	0.091	1.362	0.306	0.324	0.143	1.09	0.236	0.13
F13A1	P00488	False	F13A1_HUMAN		CPI-SS0DB9B9B49	0.0	0.0	0.0	0.113	0.199	0.128	0.0	0.0
VCAN	P13611	False	VCAN_HUMAN		CPI-SS09B7E7E15	0.124	0.59	0.665	2.211	0.929	2.606	0.166	0.218
ADAM23	O75077	False	ADAM23_HUMAN		CPI-SS0F59EBEC8	0.0	0.0	0.0	0.026	0.033	0.003	0.0	0.0
CD14	P08571	False	CD14_HUMAN		CPI-SS044700115	0.072	0.089	0.381	0.603	0.116	2.151	0.112	0.017
VWF	P04275	False	VWF_HUMAN		CPI-SS05E90015E	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0ABEA8AB7	0.0	0.0	0.0	0.024	0.0	0.122	0.0	0.0
THBS1	P07996	False	THBS1_HUMAN		CPI-SS06EEF3EB3	0.091	1.362	0.306	0.324	0.143	1.09	0.236	0.13
VWF	P04275	False	VWF_HUMAN		CPI-SS0A963B02A	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
F12	P00748	False	F12_HUMAN		CPI-SS0E90C0E37	0.019	0.09	0.0	0.032	0.069	0.078	0.0	0.016
VWF	P04275	False	VWF_HUMAN		CPI-SS0D3FBE5C7	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS02F1B2170	0.177	1.228	0.268	1.354	0.788	1.54	1.51	0.841
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS05F88F595	0.02	0.0	0.0	0.402	0.062	0.527	0.193	0.025
THBS1	P07996	False	THBS1_HUMAN		CPI-SS07D70FA3D	0.091	1.362	0.306	0.324	0.143	1.09	0.236	0.13
F12	P00748	False	F12_HUMAN		CPI-SS0EDD4F3A6	0.019	0.09	0.0	0.032	0.069	0.078	0.0	0.016
VWF	P04275	False	VWF_HUMAN		CPI-SS08D09E4CD	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS014044B97	0.177	1.228	0.268	1.354	0.788	1.54	1.51	0.841
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS06EC816B2	0.02	0.0	0.0	0.402	0.062	0.527	0.193	0.025
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0D976DC4F	0.091	1.362	0.306	0.324	0.143	1.09	0.236	0.13
LTF	P02788	False	LTF_HUMAN		CPI-SS0B7EE52FF	0.0	0.0	0.0	0.002	0.0	0.001	0.054	0.021
F12	P00748	False	F12_HUMAN		CPI-SS0853C0705	0.019	0.09	0.0	0.032	0.069	0.078	0.0	0.016
VWF	P04275	False	VWF_HUMAN		CPI-SS09F8D23F9	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SS095A5B8F6	0.0	0.0	0.0	0.002	0.047	0.004	0.0	0.0
SERPING1	P05155	False	SERPING1_HUMAN		CPI-SS053F13142	0.0	0.0	0.021	0.041	0.046	0.209	0.0	0.0
VCAN	P13611	False	VCAN_HUMAN		CPI-SS056324226	0.124	0.59	0.665	2.211	0.929	2.606	0.166	0.218
GP1BB	P13224	False	GP1BB_HUMAN		CPI-SS0A87165FB	0.0	0.0	0.056	0.012	0.079	0.004	0.0	0.0
GP9	P14770	False	GP9_HUMAN		CPI-SS081A15C77	0.0	0.0	0.0	0.001	0.027	0.0	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS0AE5FACC1	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0
ITGB3	P05106	False	ITGB3_HUMAN		CPI-SS09ED77761	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0C78BBDA2	0.242	0.0	0.529	0.481	0.36	0.515	0.627	0.556
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS0E3765D0D	0.0	0.0	0.0	0.022	0.0	0.028	0.0	0.023
SDC4	P31431	False	SDC4_HUMAN		CPI-SS09505F157	0.02	0.0	0.027	0.078	0.032	0.116	0.0	0.024
CD44	P16070	False	CD44_HUMAN		CPI-SS068F0DB9A	0.683	1.695	0.559	1.254	0.777	1.581	0.596	1.058
ITGB5	P18084	False	ITGB5_HUMAN		CPI-SS0F66C2711	0.0	0.0	0.0	0.001	0.0	0.002	0.0	0.0
ITGA2	P17301	False	ITGA2_HUMAN		CPI-SS0234F582B	0.0	0.0	0.0	0.007	0.0	0.002	0.0	0.0
SDC1	P18827	False	SDC1_HUMAN		CPI-SS0823014AA	0.035	0.0	0.0	0.001	0.0	0.0	0.0	0.0
ITGA3	P26006	False	ITGA3_HUMAN		CPI-SS047446339	0.0	0.0	0.0	0.003	0.0	0.0	0.066	0.0
