id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B|B	B|DC	B|Ery	B|Gran	B|HSPC	B|Mono	B|NK	B|T	DC|B	DC|DC	DC|Ery	DC|Gran	DC|HSPC	DC|Mono	DC|NK	DC|T	Ery|B	Ery|DC	Ery|Ery	Ery|Gran	Ery|HSPC	Ery|Mono	Ery|NK	Ery|T	Gran|B	Gran|DC	Gran|Ery	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|NK	Gran|T	HSPC|B	HSPC|DC	HSPC|Ery	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|NK	HSPC|T	Mono|B	Mono|DC	Mono|Ery	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|NK	Mono|T	NK|B	NK|DC	NK|Ery	NK|Gran	NK|HSPC	NK|Mono	NK|NK	NK|T	T|B	T|DC	T|Ery	T|Gran	T|HSPC	T|Mono	T|NK	T|T
CPI-SS0FB2E9FF3	RLN2_TSHR	simple:P04090	simple:P16473	RLN2	TSHR	False	False	False	user_curated	False	0.011	0.01	0.0	0.0	0.023	0.012	0.01	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.006	0.0	0.0	0.019	0.008	0.006	0.007	0.009	0.008	0.0	0.0	0.021	0.01	0.008	0.009
CPI-SS0E2696443	FN1_TSHR	simple:P02751	simple:P16473	FN1	TSHR	False	False	False	user_curated	False	0.015	0.014	0.0	0.0	0.028	0.016	0.014	0.015	0.03	0.029	0.0	0.0	0.042	0.031	0.029	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.057	0.0	0.0	0.07	0.058	0.057	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.024	0.0	0.0	0.038	0.026	0.024	0.025	0.006	0.005	0.0	0.0	0.018	0.006	0.005	0.005	0.005	0.005	0.0	0.0	0.018	0.006	0.004	0.005
CPI-SS032869B21	POMC_VIPR1	simple:P01189	simple:P32241	POMC	VIPR1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.084	0.107	0.0	0.09	0.0	0.0	0.0	0.0	0.063	0.086	0.0	0.069	0.0	0.0	0.0	0.0	0.087	0.11	0.0	0.092	0.0	0.0	0.0	0.0	0.086	0.109	0.0	0.092	0.0	0.0	0.0	0.0	0.022	0.045	0.0	0.028	0.0	0.0	0.0	0.0	0.067	0.09	0.0	0.073	0.0	0.0	0.0	0.0	0.13	0.153	0.0	0.136	0.0	0.0	0.0	0.0	0.106	0.129	0.0	0.112
CPI-SS00D55E7F1	AVP_VIPR1	simple:P01185	simple:P32241	AVP	VIPR1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.026	0.0	0.009	0.0	0.0	0.0	0.0	0.002	0.025	0.0	0.008
CPI-SS07D7A06C1	RLN2_VIPR1	simple:P04090	simple:P32241	RLN2	VIPR1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.009	0.032	0.0	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.028	0.0	0.011	0.0	0.0	0.0	0.0	0.008	0.031	0.0	0.013
CPI-SS09F6EBE93	CALM1_VIPR1	simple:P0DP23	simple:P32241	CALM1	VIPR1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.838	0.861	0.0	0.844	0.0	0.0	0.0	0.0	0.925	0.948	0.0	0.931	0.0	0.0	0.0	0.0	0.147	0.17	0.0	0.153	0.0	0.0	0.0	0.0	0.844	0.867	0.0	0.85	0.0	0.0	0.0	0.0	0.455	0.478	0.0	0.461	0.0	0.0	0.0	0.0	0.929	0.952	0.0	0.935	0.0	0.0	0.0	0.0	1.41	1.433	0.0	1.416	0.0	0.0	0.0	0.0	1.321	1.344	0.0	1.327
CPI-SS09EF65834	PTMA_VIPR1	simple:P06454	simple:P32241	PTMA	VIPR1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	1.775	1.797	0.0	1.78	0.0	0.0	0.0	0.0	1.688	1.711	0.0	1.694	0.0	0.0	0.0	0.0	1.19	1.213	0.0	1.196	0.0	0.0	0.0	0.0	1.841	1.864	0.0	1.846	0.0	0.0	0.0	0.0	1.758	1.781	0.0	1.764	0.0	0.0	0.0	0.0	1.673	1.696	0.0	1.679	0.0	0.0	0.0	0.0	1.667	1.69	0.0	1.673	0.0	0.0	0.0	0.0	1.699	1.722	0.0	1.705
CPI-SS03F2D0912	POMC_GPR84	simple:P01189	simple:Q9NQS5	POMC	GPR84	False	False	False	user_curated	False	0.085	0.083	0.0	0.0	0.0	0.084	0.0	0.082	0.065	0.062	0.0	0.0	0.0	0.063	0.0	0.061	0.088	0.086	0.0	0.0	0.0	0.086	0.0	0.085	0.088	0.085	0.0	0.0	0.0	0.086	0.0	0.084	0.023	0.021	0.0	0.0	0.0	0.022	0.0	0.02	0.069	0.066	0.0	0.0	0.0	0.067	0.0	0.065	0.131	0.129	0.0	0.0	0.0	0.13	0.0	0.128	0.108	0.105	0.0	0.0	0.0	0.106	0.0	0.104
CPI-SS0921F19C4	AVP_GPR84	simple:P01185	simple:Q9NQS5	AVP	GPR84	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.0	0.003	0.0	0.001	0.004	0.001	0.0	0.0	0.0	0.002	0.0	0.0
CPI-SS0527B9DF1	RLN2_GPR84	simple:P04090	simple:Q9NQS5	RLN2	GPR84	False	False	False	user_curated	False	0.011	0.009	0.0	0.0	0.0	0.009	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.005	0.0	0.0	0.0	0.005	0.0	0.003	0.009	0.007	0.0	0.0	0.0	0.007	0.0	0.006
CPI-SS07297A3AD	ADM_GPR84	simple:P35318	simple:Q9NQS5	ADM	GPR84	False	False	False	user_curated	False	0.004	0.002	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.01	0.0	0.0	0.0	0.011	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.018	0.0	0.0	0.0	0.019	0.0	0.017	0.004	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.004	0.002	0.0	0.0	0.0	0.003	0.0	0.001
CPI-SS055FC8123	INSL3_GPR84	simple:P51460	simple:Q9NQS5	INSL3	GPR84	False	False	False	user_curated	False	0.008	0.006	0.0	0.0	0.0	0.007	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.01	0.0	0.0	0.0	0.01	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.005	0.0	0.0	0.0	0.006	0.0	0.004	0.006	0.004	0.0	0.0	0.0	0.004	0.0	0.002
CPI-SS0AA82A168	GNAI2_CXCR3	simple:P04899	simple:P49682	GNAI2	CXCR3	False	False	False	user_curated	False	0.534	0.525	0.561	0.519	0.0	0.514	0.525	0.579	0.897	0.888	0.924	0.882	0.0	0.877	0.888	0.942	0.138	0.129	0.166	0.124	0.0	0.119	0.13	0.183	0.759	0.75	0.786	0.744	0.0	0.739	0.75	0.804	0.478	0.469	0.505	0.463	0.0	0.458	0.469	0.523	0.981	0.972	1.008	0.966	0.0	0.961	0.972	1.026	0.696	0.687	0.723	0.681	0.0	0.676	0.687	0.74	0.594	0.585	0.622	0.58	0.0	0.574	0.586	0.639
CPI-SS080683E15	CXCL10_CXCR3	simple:P02778	simple:P49682	CXCL10	CXCR3	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.032	0.068	0.026	0.0	0.021	0.032	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.014	0.05	0.008	0.0	0.003	0.014	0.067
CPI-SS01A6823FA	PF4_CXCR3	simple:P02776	simple:P49682	PF4	CXCR3	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.015	0.051	0.009	0.0	0.004	0.015	0.068	0.023	0.014	0.05	0.008	0.0	0.003	0.014	0.068
CPI-SS0BF944C6D	CCL5_CXCR3	simple:P13501	simple:P49682	CCL5	CXCR3	False	False	False	user_curated	False	0.052	0.043	0.08	0.038	0.0	0.032	0.044	0.097	0.373	0.364	0.4	0.358	0.0	0.353	0.364	0.418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.246	0.237	0.273	0.231	0.0	0.226	0.237	0.29	0.082	0.073	0.11	0.068	0.0	0.062	0.074	0.127	0.064	0.055	0.091	0.049	0.0	0.044	0.055	0.109	1.738	1.729	1.765	1.723	0.0	1.718	1.729	1.783	1.515	1.506	1.543	1.501	0.0	1.495	1.507	1.56
CPI-SS05E6C34AB	GNAI2_CAV1	simple:P04899	simple:Q03135	GNAI2	CAV1	False	False	False	user_curated	False	0.516	0.0	0.0	0.516	0.0	0.515	0.512	0.512	0.879	0.0	0.0	0.879	0.0	0.878	0.875	0.875	0.12	0.0	0.0	0.12	0.0	0.119	0.117	0.117	0.741	0.0	0.0	0.741	0.0	0.74	0.737	0.737	0.46	0.0	0.0	0.46	0.0	0.459	0.456	0.456	0.963	0.0	0.0	0.963	0.0	0.962	0.959	0.959	0.677	0.0	0.0	0.677	0.0	0.676	0.674	0.674	0.576	0.0	0.0	0.576	0.0	0.575	0.572	0.572
CPI-SS09A4576D9	APP_CAV1	simple:P05067	simple:Q03135	APP	CAV1	False	False	False	user_curated	False	0.076	0.0	0.0	0.076	0.0	0.075	0.072	0.072	0.011	0.0	0.0	0.011	0.0	0.01	0.008	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.014	0.0	0.013	0.01	0.01	0.017	0.0	0.0	0.017	0.0	0.016	0.013	0.013	0.014	0.0	0.0	0.014	0.0	0.013	0.011	0.01	0.006	0.0	0.0	0.006	0.0	0.005	0.002	0.002	0.019	0.0	0.0	0.019	0.0	0.019	0.016	0.016
CPI-SS03FB81012	PDGFRB_CAV1	simple:P09619	simple:Q03135	PDGFRB	CAV1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.007	0.0	0.007	0.004	0.004	0.044	0.0	0.0	0.044	0.0	0.043	0.04	0.04	0.011	0.0	0.0	0.011	0.0	0.01	0.007	0.007
CPI-SS0122128E0	TGFB1_CAV1	simple:P01137	simple:Q03135	TGFB1	CAV1	False	False	False	user_curated	False	0.197	0.0	0.0	0.197	0.0	0.196	0.193	0.193	0.497	0.0	0.0	0.497	0.0	0.497	0.494	0.494	0.121	0.0	0.0	0.121	0.0	0.12	0.117	0.117	0.465	0.0	0.0	0.465	0.0	0.464	0.461	0.461	0.386	0.0	0.0	0.386	0.0	0.385	0.382	0.382	0.515	0.0	0.0	0.515	0.0	0.514	0.511	0.511	0.554	0.0	0.0	0.554	0.0	0.554	0.551	0.551	0.454	0.0	0.0	0.454	0.0	0.453	0.45	0.45
CPI-SS086F43A39	ICAM1_CAV1	simple:P05362	simple:Q03135	ICAM1	CAV1	False	False	False	user_curated	False	0.014	0.0	0.0	0.014	0.0	0.013	0.01	0.01	0.049	0.0	0.0	0.049	0.0	0.048	0.045	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.0	0.0	0.033	0.0	0.033	0.03	0.03	0.021	0.0	0.0	0.021	0.0	0.02	0.017	0.017	0.075	0.0	0.0	0.075	0.0	0.074	0.072	0.072	0.027	0.0	0.0	0.027	0.0	0.026	0.023	0.023	0.018	0.0	0.0	0.018	0.0	0.017	0.015	0.015
CPI-SS0187EE42A	DPP4_CAV1	simple:P27487	simple:Q03135	DPP4	CAV1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.006	0.0	0.005	0.002	0.002	0.007	0.0	0.0	0.007	0.0	0.006	0.003	0.003	0.035	0.0	0.0	0.035	0.0	0.034	0.031	0.031
CPI-SS07D0E29D8	HRAS_CAV1	simple:P01112	simple:Q03135	HRAS	CAV1	False	False	False	user_curated	False	0.047	0.0	0.0	0.047	0.0	0.047	0.044	0.044	0.053	0.0	0.0	0.053	0.0	0.052	0.049	0.049	0.06	0.0	0.0	0.06	0.0	0.059	0.057	0.056	0.072	0.0	0.0	0.072	0.0	0.071	0.069	0.069	0.042	0.0	0.0	0.042	0.0	0.041	0.038	0.038	0.071	0.0	0.0	0.071	0.0	0.07	0.068	0.068	0.045	0.0	0.0	0.045	0.0	0.044	0.042	0.042	0.052	0.0	0.0	0.052	0.0	0.051	0.049	0.049
CPI-SS0126A9645	ESR1_CAV1	simple:P03372	simple:Q03135	ESR1	CAV1	False	False	False	user_curated	False	0.007	0.0	0.0	0.007	0.0	0.006	0.003	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.005	0.0	0.004	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.006	0.0	0.005	0.003	0.002
