gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	DC	Ery	Gran	HSPC	Mono	NK	T
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS040630206	0.001	0.01	0.004	0.055	0.029	0.033	0.0	0.002
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS0D04AE221	0.0	0.006	0.014	0.017	0.017	0.014	0.002	0.004
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0DE107E3C	1.023	1.749	0.232	1.472	0.91	1.916	1.346	1.143
PPBP	P02775	False	PPBP_HUMAN		CPI-SS0C491A3C1	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0
CXCL8	P10145	False	CXCL8_HUMAN		CPI-SS0315F51DD	0.0	0.138	0.187	0.158	0.425	0.264	0.065	0.047
CXCL1	P09341	False	CXCL1_HUMAN		CPI-SS08102DC9E	0.0	0.005	0.0	0.005	0.033	0.006	0.002	0.001
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0F562FEA5	0.001	0.01	0.004	0.055	0.029	0.033	0.0	0.002
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS09185EA8F	0.0	0.006	0.014	0.017	0.017	0.014	0.002	0.004
MIF	P14174	False	MIF_HUMAN		CPI-SS0C2B9C062	1.427	1.655	0.264	1.892	1.558	1.377	1.614	1.705
CD74	P04233	False	CD74_HUMAN		CPI-SS001BAA737	3.945	4.055	0.175	2.905	0.414	2.928	1.067	1.284
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS08D8EC856	1.023	1.749	0.232	1.472	0.91	1.916	1.346	1.143
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0F739D3DB	0.022	2.755	0.24	2.475	1.856	2.435	1.101	1.772
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS09BED5DD4	1.023	1.749	0.232	1.472	0.91	1.916	1.346	1.143
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0DE6FCF38	1.023	1.749	0.232	1.472	0.91	1.916	1.346	1.143
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0CA4C783F	1.023	1.749	0.232	1.472	0.91	1.916	1.346	1.143
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS091AAE861	1.023	1.749	0.232	1.472	0.91	1.916	1.346	1.143
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS03BD27349	1.023	1.749	0.232	1.472	0.91	1.916	1.346	1.143
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	0.035	0.007	0.0	0.027	0.032	0.002	0.27	0.405
S100A9	P06702	False	S100A9_HUMAN		CPI-SS0E873DD1D	0.0	0.324	0.06	2.416	0.21	3.96	0.058	0.056
S100B	P04271	False	S100B_HUMAN		CPI-SS0990BCA45	0.0	0.151	0.0	0.067	0.0	0.049	0.003	0.004
VWF	P04275	False	VWF_HUMAN		CPI-SS03B60356D	0.0	0.015	0.0	0.0	0.0	0.003	0.002	0.0
LRPAP1	P30533	False	LRPAP1_HUMAN		CPI-SS00BC1D7B7	0.281	0.406	0.289	0.693	0.257	0.542	0.45	0.42
APP	P05067	False	APP_HUMAN		CPI-SS01C1F9BD5	0.143	0.014	0.0	0.019	0.025	0.019	0.002	0.03
C3	P01024	False	C3_HUMAN		CPI-SS07BD289CC	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0
PF4	P02776	False	PF4_HUMAN		CPI-SS0B6760FAD	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0
CALR	P27797	False	CALR_HUMAN		CPI-SS0CA60658F	0.782	0.715	1.144	1.1	1.347	0.726	1.275	1.174
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.012
LDLR	P01130	False	LDLR_HUMAN		CPI-SS05D25E16C	0.021	0.126	0.053	0.286	0.153	0.177	0.059	0.078
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0B2A7EE22	0.0	0.011	0.0	0.081	0.0	0.08	0.048	0.012
MDK	P21741	False	MDK_HUMAN		CPI-SS006C6537E	0.01	0.008	0.038	0.045	0.019	0.012	0.017	0.009
HSPG2	P98160	False	HSPG2_HUMAN		CPI-SS01611BFB1	0.0	0.036	0.061	0.008	0.069	0.0	0.0	0.0
TFPI	P10646	False	TFPI_HUMAN		CPI-SS02732F2A4	0.0	0.013	0.405	0.027	0.439	0.006	0.0	0.002
F8	P00451	False	F8_HUMAN		CPI-SS0D47CF8AB	0.021	0.007	0.017	0.017	0.0	0.016	0.015	0.013
AGRN	O00468	False	AGRN_HUMAN		CPI-SS031728D8B	0.0	0.08	0.0	0.045	0.0	0.005	0.0	0.003
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0B54D7D88	0.0	0.0	0.0	0.027	0.025	0.004	0.0	0.0
SERPINE1	P05121	False	SERPINE1_HUMAN		CPI-SS08E77BC24	0.0	0.0	0.0	0.035	0.117	0.002	0.003	0.001
LPL	P06858	False	LPL_HUMAN		CPI-SS0F1351371	0.0	0.0	0.0	0.006	0.0	0.007	0.002	0.001
APOA1	P02647	False	APOA1_HUMAN		CPI-SS07FDE0981	0.0	0.0	0.0	0.0	0.032	0.002	0.017	0.009
APOE	P02649	False	APOE_HUMAN		CPI-SS0401F61EA	0.007	0.005	0.0	0.013	0.025	0.0	0.0	0.002
APOC2	P02655	False	APOC2_HUMAN		CPI-SS0DACCF1C5	0.0	0.434	0.017	0.437	0.352	0.042	0.01	0.001
LGALS9	O00182	False	LGALS9_HUMAN		CPI-SS0419B80C4	0.202	0.947	0.074	0.659	0.508	0.841	0.083	0.069
MMP9	P14780	False	MMP9_HUMAN		CPI-SS0B0C9B5EB	0.006	0.0	0.0	0.011	0.0	0.0	0.0	0.001
FCN1	O00602	False	FCN1_HUMAN		CPI-SS0BDEDE435	0.0	0.281	0.016	0.527	0.057	2.319	0.018	0.022
PLAT	P00750	False	PLAT_HUMAN		CPI-SS0CAD4D1F3	0.007	0.005	0.0	0.012	0.0	0.0	0.003	0.005
SERPINA1	P01009	False	SERPINA1_HUMAN		CPI-SS052F44300	0.007	0.218	0.043	0.386	0.017	1.686	0.005	0.003
A2M	P01023	False	A2M_HUMAN		CPI-SS03A1FC511	0.0	0.021	0.0	0.0	0.0	0.0	0.026	0.047
C1QB	P02746	False	C1QB_HUMAN		CPI-SS088CA72FA	0.0	0.05	0.0	0.0	0.0	0.013	0.0	0.0
LTF	P02788	False	LTF_HUMAN		CPI-SS0831A016E	0.0	0.0	0.009	0.002	0.0	0.0	0.001	0.002
SERPING1	P05155	False	SERPING1_HUMAN		CPI-SS0C4DE5745	0.001	0.0	0.0	0.0	0.033	0.004	0.0	0.0
SERPINE2	P07093	False	SERPINE2_HUMAN		CPI-SS0BE6345A1	0.007	0.001	0.118	0.0	0.0	0.0	0.007	0.005
PSAP	P07602	False	PSAP_HUMAN		CPI-SS09F7411A6	0.527	0.796	0.477	1.187	0.702	2.746	0.599	0.478
HSP90AA1	P07900	False	HSP90AA1_HUMAN		CPI-SS0B982FDFC	1.582	1.969	2.223	2.129	2.117	1.684	2.221	2.254
LIPC	P11150	False	LIPC_HUMAN		CPI-SS09E7E3A89	0.0	0.016	0.0	0.017	0.016	0.013	0.016	0.0
HSP90B1	P14625	False	HSP90B1_HUMAN		CPI-SS0D0AAD278	1.03	0.935	0.404	1.392	0.613	1.018	1.151	1.13
VWF	P04275	False	VWF_HUMAN		CPI-SS058A32703	0.0	0.015	0.0	0.0	0.0	0.003	0.002	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS02BF2E3B8	0.024	0.053	0.0	0.108	0.0	0.043	0.004	0.004
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0805DE8B6	0.384	0.986	0.232	0.921	0.762	1.021	1.1	0.899
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS019974A83	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.001
SEMA7A	O75326	False	SEMA7A_HUMAN		CPI-SS0F6313749	0.022	0.022	0.01	0.0	0.0	0.0	0.002	0.008
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS004E2CF6B	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.007
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0BEA699C6	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.003
AGRN	O00468	False	AGRN_HUMAN		CPI-SS09FE3FCD6	0.0	0.08	0.0	0.045	0.0	0.005	0.0	0.003
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0A0F54D53	0.0	0.0	0.0	0.027	0.025	0.004	0.0	0.0
F13A1	P00488	False	F13A1_HUMAN		CPI-SS09112AE47	0.004	0.015	0.0	0.054	0.48	0.009	0.001	0.002
VWF	P04275	False	VWF_HUMAN		CPI-SS052C1D0E7	0.0	0.015	0.0	0.0	0.0	0.003	0.002	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0B1190CD5	0.024	0.053	0.0	0.108	0.0	0.043	0.004	0.004
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0E4272D6E	0.384	0.986	0.232	0.921	0.762	1.021	1.1	0.899
IGF1	P05019	False	IGF1_HUMAN		CPI-SS095F30639	0.025	0.005	0.0	0.0	0.0	0.0	0.0	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0BD7F0DE4	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.012
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS0077CF16A	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.001
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS089D6E438	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.007
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0DCBC051A	0.0	0.0	0.0	0.027	0.025	0.004	0.0	0.0
SERPINE1	P05121	False	SERPINE1_HUMAN		CPI-SS062574DF1	0.0	0.0	0.0	0.035	0.117	0.002	0.003	0.001
VWF	P04275	False	VWF_HUMAN		CPI-SS0F6C256BB	0.0	0.015	0.0	0.0	0.0	0.003	0.002	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS05CBE1108	0.011	0.013	0.373	0.036	0.025	0.039	0.011	0.006
FN1	P02751	False	FN1_HUMAN		CPI-SS0683A318D	0.024	0.053	0.0	0.108	0.0	0.043	0.004	0.004
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS0371773ED	0.045	0.0	0.0	0.0	0.0	0.0	0.0	0.001
LAMB1	P07942	False	LAMB1_HUMAN		CPI-SS095B656F8	0.013	0.0	0.01	0.0	0.0	0.0	0.004	0.009
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SS08EF9A487	0.024	0.004	0.0	0.013	0.161	0.003	0.002	0.0
COL6A1	P12109	False	COL6A1_HUMAN		CPI-SS0C8D03B03	0.007	0.0	0.0	0.0	0.0	0.003	0.004	0.003
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS0A056285E	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.007
COL6A2	P12110	False	COL6A2_HUMAN		CPI-SS07B22F53C	0.001	0.006	0.0	0.0	0.022	0.0	0.313	0.11
COL4A4	P53420	False	COL4A4_HUMAN		CPI-SS099D8A355	0.256	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0DB833B3F	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.003
TGM2	P21980	False	TGM2_HUMAN		CPI-SS0D4D0A5DA	0.009	0.026	0.356	0.0	0.0	0.021	0.002	0.0
TNXB	P22105	False	TNXB_HUMAN		CPI-SS0D5C22B5B	0.0	0.0	0.41	0.0	0.0	0.003	0.002	0.001
F13A1	P00488	False	F13A1_HUMAN		CPI-SS061158AC6	0.004	0.015	0.0	0.054	0.48	0.009	0.001	0.002
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SS08A84828E	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.016
LAMB2	P55268	False	LAMB2_HUMAN		CPI-SS0B572E64A	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.0
ADAM15	Q13444	False	ADAM15_HUMAN		CPI-SS0122AF98A	0.036	0.148	0.057	0.216	0.086	0.174	0.051	0.036
LAMB3	Q13751	False	LAMB3_HUMAN		CPI-SS0E124F269	0.0	0.007	0.04	0.008	0.025	0.005	0.004	0.001
VWF	P04275	False	VWF_HUMAN		CPI-SS081035DEE	0.0	0.015	0.0	0.0	0.0	0.003	0.002	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0917DCF52	0.024	0.053	0.0	0.108	0.0	0.043	0.004	0.004
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0C2FD6EFC	0.0	0.011	0.0	0.081	0.0	0.08	0.048	0.012
F13A1	P00488	False	F13A1_HUMAN		CPI-SS0DB9B9B49	0.004	0.015	0.0	0.054	0.48	0.009	0.001	0.002
VCAN	P13611	False	VCAN_HUMAN		CPI-SS09B7E7E15	0.021	0.82	0.077	2.073	0.149	2.25	0.015	0.01
ADAM23	O75077	False	ADAM23_HUMAN		CPI-SS0F59EBEC8	0.0	0.005	0.0	0.026	0.0	0.004	0.0	0.019
CD14	P08571	False	CD14_HUMAN		CPI-SS044700115	0.0	0.05	0.021	0.092	0.0	0.246	0.022	0.02
VWF	P04275	False	VWF_HUMAN		CPI-SS05E90015E	0.0	0.015	0.0	0.0	0.0	0.003	0.002	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0ABEA8AB7	0.024	0.053	0.0	0.108	0.0	0.043	0.004	0.004
THBS1	P07996	False	THBS1_HUMAN		CPI-SS06EEF3EB3	0.0	0.011	0.0	0.081	0.0	0.08	0.048	0.012
VWF	P04275	False	VWF_HUMAN		CPI-SS0A963B02A	0.0	0.015	0.0	0.0	0.0	0.003	0.002	0.0
F12	P00748	False	F12_HUMAN		CPI-SS0E90C0E37	0.0	0.053	0.022	0.04	0.013	0.027	0.004	0.005
VWF	P04275	False	VWF_HUMAN		CPI-SS0D3FBE5C7	0.0	0.015	0.0	0.0	0.0	0.003	0.002	0.0
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS02F1B2170	0.237	1.894	0.086	1.64	0.326	1.978	1.715	1.22
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS05F88F595	0.107	0.586	0.015	0.663	0.062	0.915	0.331	0.165
THBS1	P07996	False	THBS1_HUMAN		CPI-SS07D70FA3D	0.0	0.011	0.0	0.081	0.0	0.08	0.048	0.012
F12	P00748	False	F12_HUMAN		CPI-SS0EDD4F3A6	0.0	0.053	0.022	0.04	0.013	0.027	0.004	0.005
VWF	P04275	False	VWF_HUMAN		CPI-SS09F8D23F9	0.0	0.015	0.0	0.0	0.0	0.003	0.002	0.0
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SS095A5B8F6	0.0	0.005	0.0	0.0	0.0	0.003	0.005	0.004
SERPING1	P05155	False	SERPING1_HUMAN		CPI-SS053F13142	0.001	0.0	0.0	0.0	0.033	0.004	0.0	0.0
VCAN	P13611	False	VCAN_HUMAN		CPI-SS056324226	0.021	0.82	0.077	2.073	0.149	2.25	0.015	0.01
GP1BB	P13224	False	GP1BB_HUMAN		CPI-SS0A87165FB	0.001	0.0	0.0	0.0	0.0	0.007	0.002	0.001
VWF	P04275	False	VWF_HUMAN		CPI-SS091DB0F57	0.0	0.015	0.0	0.0	0.0	0.003	0.002	0.0
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS01606F44A	0.493	0.348	0.7	0.416	0.494	0.583	1.004	1.267
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS0AC90ECBB	0.006	0.033	0.044	0.099	0.139	0.057	0.038	0.039
CD44	P16070	False	CD44_HUMAN		CPI-SS0A0438C9D	0.824	2.218	0.051	2.184	2.379	2.365	0.956	1.313
ITGA2	P17301	False	ITGA2_HUMAN		CPI-SS022C0B580	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002
SDC1	P18827	False	SDC1_HUMAN		CPI-SS02FB86CD3	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS0AE5FACC1	0.0	0.015	0.0	0.0	0.0	0.003	0.002	0.0
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0C78BBDA2	0.493	0.348	0.7	0.416	0.494	0.583	1.004	1.267
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS0E3765D0D	0.006	0.033	0.044	0.099	0.139	0.057	0.038	0.039
SDC4	P31431	False	SDC4_HUMAN		CPI-SS09505F157	0.0	0.009	0.0	0.049	0.0	0.014	0.003	0.006
CD44	P16070	False	CD44_HUMAN		CPI-SS068F0DB9A	0.824	2.218	0.051	2.184	2.379	2.365	0.956	1.313
ITGB5	P18084	False	ITGB5_HUMAN		CPI-SS0F66C2711	0.0	0.005	0.303	0.0	0.043	0.003	0.004	0.002
ITGA2	P17301	False	ITGA2_HUMAN		CPI-SS0234F582B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002
SDC1	P18827	False	SDC1_HUMAN		CPI-SS0823014AA	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGA3	P26006	False	ITGA3_HUMAN		CPI-SS047446339	0.023	0.0	0.0	0.017	0.0	0.0	0.0	0.013
ITGA1	P56199	False	ITGA1_HUMAN		CPI-SS0213B7691	0.0	0.048	0.0	0.027	0.0	0.0	0.002	0.055
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0B9B3870A	0.011	0.013	0.373	0.036	0.025	0.039	0.011	0.006
APP	P05067	False	APP_HUMAN		CPI-SS0BC12ECC5	0.143	0.014	0.0	0.019	0.025	0.019	0.002	0.03
CD300LB	A8K4G0	False	CD300LB_HUMAN		CPI-SS0B39ACA2A	0.0	0.396	0.0	0.231	0.0	0.195	0.001	0.001
EPHB6	O15197	False	EPHB6_HUMAN		CPI-SS09CE5663D	0.179	0.065	0.01	0.077	0.058	0.058	0.034	0.045
NRP2	O60462	False	NRP2_HUMAN		CPI-SS002752434	0.016	0.0	0.0	0.0	0.0	0.0	0.002	0.001
GPC4	O75487	False	GPC4_HUMAN		CPI-SS078762D32	0.0	0.09	0.0	0.074	0.204	0.047	0.0	0.002
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0A31FDB2B	0.011	0.013	0.373	0.036	0.025	0.039	0.011	0.006
PROS1	P07225	False	PROS1_HUMAN		CPI-SS09C4988F8	0.0	0.0	0.135	0.0	0.0	0.0	0.0	0.001
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS08678B128	0.419	0.11	0.075	0.038	0.126	0.022	0.161	0.171
