gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	DC	Ery	Gran	HSPC	Mono	NK	T
HSP90AA1	P07900	False	HSP90AA1_HUMAN		CPI-SS0B982FDFC	0.695	1.06	1.485	1.051	1.203	0.928	0.93	0.968
LIPC	P11150	False	LIPC_HUMAN		CPI-SS09E7E3A89	0.0	0.002	0.0	0.0	0.007	0.0	0.012	0.004
HSP90B1	P14625	False	HSP90B1_HUMAN		CPI-SS0D0AAD278	0.348	0.868	0.814	0.846	0.783	0.577	0.561	0.524
VWF	P04275	False	VWF_HUMAN		CPI-SS058A32703	0.0	0.0	0.0	0.0	0.026	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS02BF2E3B8	0.003	0.0	0.006	0.0	0.008	0.001	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0805DE8B6	0.153	0.375	0.048	0.328	0.295	0.474	0.52	0.321
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS019974A83	0.014	0.0	0.018	0.0	0.005	0.0	0.002	0.0
SEMA7A	O75326	False	SEMA7A_HUMAN		CPI-SS0F6313749	0.0	0.02	0.029	0.0	0.0	0.0	0.002	0.002
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS004E2CF6B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0BEA699C6	0.0	0.002	0.0	0.006	0.003	0.0	0.002	0.004
AGRN	O00468	False	AGRN_HUMAN		CPI-SS09FE3FCD6	0.0	0.002	0.011	0.0	0.01	0.002	0.002	0.001
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0A0F54D53	0.0	0.006	0.012	0.004	0.012	0.002	0.0	0.0
F13A1	P00488	False	F13A1_HUMAN		CPI-SS09112AE47	0.015	0.057	0.0	0.17	0.035	0.084	0.005	0.005
VWF	P04275	False	VWF_HUMAN		CPI-SS052C1D0E7	0.0	0.0	0.0	0.0	0.026	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0B1190CD5	0.003	0.0	0.006	0.0	0.008	0.001	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0E4272D6E	0.153	0.375	0.048	0.328	0.295	0.474	0.52	0.321
IGF1	P05019	False	IGF1_HUMAN		CPI-SS095F30639	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0BD7F0DE4	0.0	0.019	0.0	0.0	0.002	0.0	0.0	0.011
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS0077CF16A	0.014	0.0	0.018	0.0	0.005	0.0	0.002	0.0
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS089D6E438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0DCBC051A	0.0	0.006	0.012	0.004	0.012	0.002	0.0	0.0
SERPINE1	P05121	False	SERPINE1_HUMAN		CPI-SS062574DF1	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS0F6C256BB	0.0	0.0	0.0	0.0	0.026	0.001	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS05CBE1108	0.003	0.025	0.068	0.045	0.014	0.054	0.002	0.002
FN1	P02751	False	FN1_HUMAN		CPI-SS0683A318D	0.003	0.0	0.006	0.0	0.008	0.001	0.0	0.0
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS0371773ED	0.014	0.0	0.018	0.0	0.005	0.0	0.002	0.0
LAMB1	P07942	False	LAMB1_HUMAN		CPI-SS095B656F8	0.024	0.005	0.008	0.0	0.012	0.003	0.008	0.011
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SS08EF9A487	0.021	0.004	0.0	0.01	0.006	0.003	0.001	0.0
COL6A1	P12109	False	COL6A1_HUMAN		CPI-SS0C8D03B03	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS0A056285E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL6A2	P12110	False	COL6A2_HUMAN		CPI-SS07B22F53C	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.048
COL4A4	P53420	False	COL4A4_HUMAN		CPI-SS099D8A355	0.025	0.001	0.0	0.0	0.0	0.0	0.002	0.0
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0DB833B3F	0.0	0.002	0.0	0.006	0.003	0.0	0.002	0.004
TGM2	P21980	False	TGM2_HUMAN		CPI-SS0D4D0A5DA	0.0	0.025	0.087	0.0	0.003	0.007	0.0	0.0
TNXB	P22105	False	TNXB_HUMAN		CPI-SS0D5C22B5B	0.0	0.0	0.197	0.0	0.0	0.0	0.0	0.002
F13A1	P00488	False	F13A1_HUMAN		CPI-SS061158AC6	0.015	0.057	0.0	0.17	0.035	0.084	0.005	0.005
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SS08A84828E	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.003
LAMB2	P55268	False	LAMB2_HUMAN		CPI-SS0B572E64A	0.0	0.005	0.0	0.014	0.039	0.01	0.0	0.001
ADAM15	Q13444	False	ADAM15_HUMAN		CPI-SS0122AF98A	0.008	0.125	0.029	0.228	0.111	0.105	0.018	0.019
LAMB3	Q13751	False	LAMB3_HUMAN		CPI-SS0E124F269	0.0	0.0	0.011	0.0	0.0	0.001	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS0FBF14A21	0.0	0.0	0.0	0.0	0.026	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0C42B3C45	0.003	0.0	0.006	0.0	0.008	0.001	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS07636301B	0.153	0.375	0.048	0.328	0.295	0.474	0.52	0.321
IGF1	P05019	False	IGF1_HUMAN		CPI-SS04D3333CF	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0DB069392	0.0	0.002	0.0	0.006	0.003	0.0	0.002	0.004
ADAM23	O75077	False	ADAM23_HUMAN		CPI-SS09CB92873	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.01
VWF	P04275	False	VWF_HUMAN		CPI-SS081035DEE	0.0	0.0	0.0	0.0	0.026	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0917DCF52	0.003	0.0	0.006	0.0	0.008	0.001	0.0	0.0
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0C2FD6EFC	0.002	0.01	0.0	0.038	0.007	0.266	0.005	0.001
F13A1	P00488	False	F13A1_HUMAN		CPI-SS0DB9B9B49	0.015	0.057	0.0	0.17	0.035	0.084	0.005	0.005
VCAN	P13611	False	VCAN_HUMAN		CPI-SS09B7E7E15	0.005	0.322	0.0	0.896	0.018	0.917	0.02	0.015
ADAM23	O75077	False	ADAM23_HUMAN		CPI-SS0F59EBEC8	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.01
CD14	P08571	False	CD14_HUMAN		CPI-SS044700115	0.006	0.076	0.0	0.38	0.015	0.7	0.011	0.008
VWF	P04275	False	VWF_HUMAN		CPI-SS05E90015E	0.0	0.0	0.0	0.0	0.026	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0ABEA8AB7	0.003	0.0	0.006	0.0	0.008	0.001	0.0	0.0
THBS1	P07996	False	THBS1_HUMAN		CPI-SS06EEF3EB3	0.002	0.01	0.0	0.038	0.007	0.266	0.005	0.001
VWF	P04275	False	VWF_HUMAN		CPI-SS0A963B02A	0.0	0.0	0.0	0.0	0.026	0.001	0.0	0.0
F12	P00748	False	F12_HUMAN		CPI-SS0E90C0E37	0.01	0.005	0.0	0.0	0.011	0.004	0.003	0.006
VWF	P04275	False	VWF_HUMAN		CPI-SS0D3FBE5C7	0.0	0.0	0.0	0.0	0.026	0.001	0.0	0.0
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS02F1B2170	0.08	0.658	0.01	0.814	0.174	0.789	0.605	0.347
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS05F88F595	0.015	0.04	0.0	0.181	0.018	0.207	0.193	0.03
THBS1	P07996	False	THBS1_HUMAN		CPI-SS07D70FA3D	0.002	0.01	0.0	0.038	0.007	0.266	0.005	0.001
F12	P00748	False	F12_HUMAN		CPI-SS0EDD4F3A6	0.01	0.005	0.0	0.0	0.011	0.004	0.003	0.006
VWF	P04275	False	VWF_HUMAN		CPI-SS08D09E4CD	0.0	0.0	0.0	0.0	0.026	0.001	0.0	0.0
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS014044B97	0.08	0.658	0.01	0.814	0.174	0.789	0.605	0.347
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS06EC816B2	0.015	0.04	0.0	0.181	0.018	0.207	0.193	0.03
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0D976DC4F	0.002	0.01	0.0	0.038	0.007	0.266	0.005	0.001
LTF	P02788	False	LTF_HUMAN		CPI-SS0B7EE52FF	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.002
F12	P00748	False	F12_HUMAN		CPI-SS0853C0705	0.01	0.005	0.0	0.0	0.011	0.004	0.003	0.006
VWF	P04275	False	VWF_HUMAN		CPI-SS09F8D23F9	0.0	0.0	0.0	0.0	0.026	0.001	0.0	0.0
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SS095A5B8F6	0.0	0.0	0.0	0.0	0.016	0.001	0.002	0.001
SERPING1	P05155	False	SERPING1_HUMAN		CPI-SS053F13142	0.004	0.014	0.0	0.018	0.129	0.01	0.011	0.002
