gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	DC	Ery	Gran	HSPC	Mono	NK	T
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0187EE42A	0.0	0.0	0.029	0.0	0.004	0.0	0.0	0.046
HRAS	P01112	False	HRAS_HUMAN		CPI-SS07D0E29D8	0.069	0.197	0.093	0.094	0.083	0.066	0.106	0.055
ESR1	P03372	False	ESR1_HUMAN		CPI-SS0126A9645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
PTGS2	P35354	False	PTGS2_HUMAN		CPI-SS0D4BE9D37	0.012	0.125	0.0	0.049	0.045	0.082	0.011	0.016
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS03666DA7A	0.339	0.542	0.202	1.104	0.888	1.421	0.672	0.54
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	0.024	0.208	0.091	0.032	0.073	0.03	2.526	1.106
CD4	P01730	False	CD4_HUMAN		CPI-SS0ABB32BF0	0.0	0.0	0.017	0.459	0.007	0.457	0.015	0.159
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0B9E7D0EC	0.159	0.0	0.032	0.071	0.059	0.121	0.113	0.114
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	0.046	0.0	0.0	0.226	0.01	0.184	1.619	0.104
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	0.019	0.0	0.0	0.0	0.0	0.02	1.637	0.2
CCL3L1	P16619	False	CCL3L1_HUMAN		CPI-SS036B7E46C	0.024	0.0	0.0	0.0	0.015	0.058	0.162	0.029
S100A4	P26447	False	S100A4_HUMAN		CPI-SS05CA2B2B4	0.858	1.476	1.656	2.66	1.352	3.59	2.586	2.62
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0C39D566E	0.339	0.542	0.202	1.104	0.888	1.421	0.672	0.54
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0579FA162	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.001
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS00FD788E8	0.339	0.542	0.202	1.104	0.888	1.421	0.672	0.54
MMP2	P08253	False	MMP2_HUMAN		CPI-SS0AE8C3A27	0.005	0.0	0.0	0.0	0.065	0.003	0.009	0.004
ITGA2B	P08514	False	ITGA2B_HUMAN		CPI-SS01B37D7D8	0.01	0.0	0.1	0.0	0.046	0.001	0.021	0.003
ITGB3	P05106	False	ITGB3_HUMAN		CPI-SS044094057	0.0	0.0	0.046	0.0	0.003	0.0	0.0	0.0
PRSS2	P07478	False	PRSS2_HUMAN		CPI-SS0A94DAC37	0.006	0.0	0.0	0.0	0.007	0.0	0.0	0.0
CTSG	P08311	False	CTSG_HUMAN		CPI-SS072BEC00E	0.013	0.0	0.0	0.905	0.861	0.01	0.024	0.021
GZMA	P12544	False	GZMA_HUMAN		CPI-SS07EA09568	0.0	0.0	0.0	0.0	0.0	0.007	1.926	0.556
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0A3CA0C16	0.339	0.542	0.202	1.104	0.888	1.421	0.672	0.54
FN1	P02751	False	FN1_HUMAN		CPI-SS027E3D40A	0.0	0.0	0.0	0.047	0.003	0.256	0.0	0.009
C5	P01031	False	C5_HUMAN		CPI-SS00581282E	0.0	0.0	0.055	0.024	0.004	0.01	0.0	0.002
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0BAC17AD7	0.339	0.542	0.202	1.104	0.888	1.421	0.672	0.54
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0023122D0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS085021184	0.339	0.542	0.202	1.104	0.888	1.421	0.672	0.54
PPBP	P02775	False	PPBP_HUMAN		CPI-SS07AB1C381	0.008	0.0	0.129	0.0	0.029	0.011	0.0	0.003
CXCL8	P10145	False	CXCL8_HUMAN		CPI-SS0698C4DC4	0.376	0.278	0.195	0.293	0.862	0.896	0.416	0.33
CXCL1	P09341	False	CXCL1_HUMAN		CPI-SS0C62E5DD8	0.0	0.0	0.0	0.0	0.015	0.029	0.0	0.005
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS040630206	0.036	0.177	0.005	0.0	0.422	0.408	0.029	0.048
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS0D04AE221	0.039	0.0	0.006	0.0	0.201	0.163	0.06	0.055
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0DE107E3C	0.339	0.542	0.202	1.104	0.888	1.421	0.672	0.54
PPBP	P02775	False	PPBP_HUMAN		CPI-SS0C491A3C1	0.008	0.0	0.129	0.0	0.029	0.011	0.0	0.003
CXCL8	P10145	False	CXCL8_HUMAN		CPI-SS0315F51DD	0.376	0.278	0.195	0.293	0.862	0.896	0.416	0.33
CXCL1	P09341	False	CXCL1_HUMAN		CPI-SS08102DC9E	0.0	0.0	0.0	0.0	0.015	0.029	0.0	0.005
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0F562FEA5	0.036	0.177	0.005	0.0	0.422	0.408	0.029	0.048
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS09185EA8F	0.039	0.0	0.006	0.0	0.201	0.163	0.06	0.055
MIF	P14174	False	MIF_HUMAN		CPI-SS0C2B9C062	1.16	1.31	0.436	1.86	2.204	1.124	1.474	1.595
CD74	P04233	False	CD74_HUMAN		CPI-SS001BAA737	3.665	3.612	0.179	2.353	1.687	2.312	1.07	0.919
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS08D8EC856	0.339	0.542	0.202	1.104	0.888	1.421	0.672	0.54
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0F739D3DB	0.667	1.418	0.305	2.051	1.775	2.418	1.581	1.4
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS09BED5DD4	0.339	0.542	0.202	1.104	0.888	1.421	0.672	0.54
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0DE6FCF38	0.339	0.542	0.202	1.104	0.888	1.421	0.672	0.54
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0CA4C783F	0.339	0.542	0.202	1.104	0.888	1.421	0.672	0.54
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS091AAE861	0.339	0.542	0.202	1.104	0.888	1.421	0.672	0.54
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS03BD27349	0.339	0.542	0.202	1.104	0.888	1.421	0.672	0.54
NRP1	O14786	False	NRP1_HUMAN		CPI-SS03D3108AE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	0.041	0.0	0.0	0.031	0.0	0.004	0.186	0.334
S100A9	P06702	False	S100A9_HUMAN		CPI-SS0E873DD1D	0.807	0.891	0.26	2.083	0.393	3.516	0.957	0.837
S100B	P04271	False	S100B_HUMAN		CPI-SS0990BCA45	0.0	0.369	0.046	0.077	0.079	0.004	0.013	0.003
VWF	P04275	False	VWF_HUMAN		CPI-SS03B60356D	0.0	0.0	0.0	0.0	0.019	0.006	0.0	0.001
LRPAP1	P30533	False	LRPAP1_HUMAN		CPI-SS00BC1D7B7	0.166	0.196	0.238	0.334	0.416	0.397	0.354	0.29
APP	P05067	False	APP_HUMAN		CPI-SS01C1F9BD5	0.084	0.0	0.005	0.0	0.049	0.034	0.055	0.063
C3	P01024	False	C3_HUMAN		CPI-SS07BD289CC	0.0	0.0	0.0	0.0	0.0	0.253	0.0	0.002
PF4	P02776	False	PF4_HUMAN		CPI-SS0B6760FAD	0.0	0.0	0.096	0.0	0.004	0.002	0.0	0.0
CALR	P27797	False	CALR_HUMAN		CPI-SS0CA60658F	0.664	0.351	1.179	1.767	1.547	0.7	0.979	0.624
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0
LDLR	P01130	False	LDLR_HUMAN		CPI-SS05D25E16C	0.002	0.0	0.07	0.328	0.115	0.1	0.146	0.066
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0B2A7EE22	0.098	0.135	0.018	0.252	0.048	0.112	0.078	0.121
MDK	P21741	False	MDK_HUMAN		CPI-SS006C6537E	0.045	0.0	0.103	0.023	0.189	0.034	0.039	0.057
HSPG2	P98160	False	HSPG2_HUMAN		CPI-SS01611BFB1	0.0	0.0	0.104	0.096	0.027	0.008	0.012	0.004
TFPI	P10646	False	TFPI_HUMAN		CPI-SS02732F2A4	0.019	0.0	0.293	0.0	0.28	0.023	0.017	0.026
F8	P00451	False	F8_HUMAN		CPI-SS0D47CF8AB	0.0	0.0	0.01	0.0	0.013	0.013	0.0	0.01
AGRN	O00468	False	AGRN_HUMAN		CPI-SS031728D8B	0.0	0.126	0.0	0.0	0.003	0.009	0.013	0.003
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0B54D7D88	0.006	0.0	0.0	0.048	0.05	0.003	0.0	0.004
SERPINE1	P05121	False	SERPINE1_HUMAN		CPI-SS08E77BC24	0.006	0.0	0.0	0.0	0.0	0.012	0.0	0.002
LPL	P06858	False	LPL_HUMAN		CPI-SS0F1351371	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0
APOA1	P02647	False	APOA1_HUMAN		CPI-SS07FDE0981	0.015	0.0	0.0	0.071	0.048	0.009	0.037	0.028
APOE	P02649	False	APOE_HUMAN		CPI-SS0401F61EA	0.005	0.0	0.664	0.0	0.013	0.007	0.015	0.005
APOC2	P02655	False	APOC2_HUMAN		CPI-SS0DACCF1C5	0.0	0.0	0.008	0.0	0.108	0.0	0.0	0.0
LGALS9	O00182	False	LGALS9_HUMAN		CPI-SS0419B80C4	0.166	0.289	0.105	0.297	0.332	0.362	0.134	0.063
MMP9	P14780	False	MMP9_HUMAN		CPI-SS0B0C9B5EB	0.0	0.0	0.0	0.0	0.0	0.003	0.032	0.045
FCN1	O00602	False	FCN1_HUMAN		CPI-SS0BDEDE435	0.053	0.098	0.062	0.88	0.083	2.105	0.143	0.147
PLAT	P00750	False	PLAT_HUMAN		CPI-SS0CAD4D1F3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009
SERPINA1	P01009	False	SERPINA1_HUMAN		CPI-SS052F44300	0.02	0.0	0.0	0.534	0.023	1.689	0.029	0.011
A2M	P01023	False	A2M_HUMAN		CPI-SS03A1FC511	0.0	0.0	0.0	0.0	0.002	0.0	0.023	0.012
C1QB	P02746	False	C1QB_HUMAN		CPI-SS088CA72FA	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0
LTF	P02788	False	LTF_HUMAN		CPI-SS0831A016E	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0
SERPING1	P05155	False	SERPING1_HUMAN		CPI-SS0C4DE5745	0.013	0.0	0.026	0.023	0.133	0.012	0.008	0.008
SERPINE2	P07093	False	SERPINE2_HUMAN		CPI-SS0BE6345A1	0.028	0.0	0.0	0.0	0.019	0.031	0.072	0.013
PSAP	P07602	False	PSAP_HUMAN		CPI-SS09F7411A6	0.31	0.848	0.404	1.453	0.415	2.643	0.492	0.341
HSP90AA1	P07900	False	HSP90AA1_HUMAN		CPI-SS0B982FDFC	1.915	2.308	2.324	2.325	2.509	1.434	2.096	2.183
LIPC	P11150	False	LIPC_HUMAN		CPI-SS09E7E3A89	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0
HSP90B1	P14625	False	HSP90B1_HUMAN		CPI-SS0D0AAD278	0.701	0.973	0.521	1.792	1.251	0.745	0.973	0.731
VWF	P04275	False	VWF_HUMAN		CPI-SS058A32703	0.0	0.0	0.0	0.0	0.019	0.006	0.0	0.001
FN1	P02751	False	FN1_HUMAN		CPI-SS02BF2E3B8	0.0	0.0	0.0	0.047	0.003	0.256	0.0	0.009
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0805DE8B6	0.321	0.237	0.166	0.446	0.345	0.59	1.059	0.702
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS019974A83	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.003
SEMA7A	O75326	False	SEMA7A_HUMAN		CPI-SS0F6313749	0.019	0.0	0.0	0.0	0.015	0.006	0.0	0.001
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS004E2CF6B	0.033	0.0	0.0	0.0	0.0	0.0	0.011	0.013
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0BEA699C6	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.008
AGRN	O00468	False	AGRN_HUMAN		CPI-SS09FE3FCD6	0.0	0.126	0.0	0.0	0.003	0.009	0.013	0.003
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0A0F54D53	0.006	0.0	0.0	0.048	0.05	0.003	0.0	0.004
F13A1	P00488	False	F13A1_HUMAN		CPI-SS09112AE47	0.0	0.0	0.046	0.05	0.008	0.0	0.0	0.003
VWF	P04275	False	VWF_HUMAN		CPI-SS052C1D0E7	0.0	0.0	0.0	0.0	0.019	0.006	0.0	0.001
FN1	P02751	False	FN1_HUMAN		CPI-SS0B1190CD5	0.0	0.0	0.0	0.047	0.003	0.256	0.0	0.009
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0E4272D6E	0.321	0.237	0.166	0.446	0.345	0.59	1.059	0.702
IGF1	P05019	False	IGF1_HUMAN		CPI-SS095F30639	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0BD7F0DE4	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS0077CF16A	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.003
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS089D6E438	0.033	0.0	0.0	0.0	0.0	0.0	0.011	0.013
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0DCBC051A	0.006	0.0	0.0	0.048	0.05	0.003	0.0	0.004
SERPINE1	P05121	False	SERPINE1_HUMAN		CPI-SS062574DF1	0.006	0.0	0.0	0.0	0.0	0.012	0.0	0.002
VWF	P04275	False	VWF_HUMAN		CPI-SS0F6C256BB	0.0	0.0	0.0	0.0	0.019	0.006	0.0	0.001
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS05CBE1108	0.021	0.0	0.315	0.0	0.012	0.078	0.064	0.019
FN1	P02751	False	FN1_HUMAN		CPI-SS0683A318D	0.0	0.0	0.0	0.047	0.003	0.256	0.0	0.009
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS0371773ED	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.003
LAMB1	P07942	False	LAMB1_HUMAN		CPI-SS095B656F8	0.006	0.0	0.0	0.0	0.002	0.002	0.0	0.009
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SS08EF9A487	0.012	0.0	0.0	0.0	0.0	0.001	0.0	0.004
COL6A1	P12109	False	COL6A1_HUMAN		CPI-SS0C8D03B03	0.0	0.0	0.0	0.0	0.004	0.0	0.02	0.006
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS0A056285E	0.033	0.0	0.0	0.0	0.0	0.0	0.011	0.013
COL6A2	P12110	False	COL6A2_HUMAN		CPI-SS07B22F53C	0.0	0.0	0.0	0.0	0.004	0.002	0.199	0.043
COL4A4	P53420	False	COL4A4_HUMAN		CPI-SS099D8A355	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0DB833B3F	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.008
TGM2	P21980	False	TGM2_HUMAN		CPI-SS0D4D0A5DA	0.0	0.0	0.211	0.035	0.0	0.094	0.0	0.002
TNXB	P22105	False	TNXB_HUMAN		CPI-SS0D5C22B5B	0.0	0.0	0.088	0.0	0.0	0.0	0.0	0.003
F13A1	P00488	False	F13A1_HUMAN		CPI-SS061158AC6	0.0	0.0	0.046	0.05	0.008	0.0	0.0	0.003
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SS08A84828E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005
LAMB2	P55268	False	LAMB2_HUMAN		CPI-SS0B572E64A	0.007	0.0	0.0	0.0	0.059	0.002	0.0	0.001
ADAM15	Q13444	False	ADAM15_HUMAN		CPI-SS0122AF98A	0.029	0.0	0.029	0.293	0.131	0.133	0.088	0.04
LAMB3	Q13751	False	LAMB3_HUMAN		CPI-SS0E124F269	0.006	0.0	0.0	0.0	0.01	0.032	0.035	0.004
VWF	P04275	False	VWF_HUMAN		CPI-SS0FBF14A21	0.0	0.0	0.0	0.0	0.019	0.006	0.0	0.001
FN1	P02751	False	FN1_HUMAN		CPI-SS0C42B3C45	0.0	0.0	0.0	0.047	0.003	0.256	0.0	0.009
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS07636301B	0.321	0.237	0.166	0.446	0.345	0.59	1.059	0.702
IGF1	P05019	False	IGF1_HUMAN		CPI-SS04D3333CF	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0DB069392	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.008
ADAM23	O75077	False	ADAM23_HUMAN		CPI-SS09CB92873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027
VWF	P04275	False	VWF_HUMAN		CPI-SS081035DEE	0.0	0.0	0.0	0.0	0.019	0.006	0.0	0.001
FN1	P02751	False	FN1_HUMAN		CPI-SS0917DCF52	0.0	0.0	0.0	0.047	0.003	0.256	0.0	0.009
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0C2FD6EFC	0.098	0.135	0.018	0.252	0.048	0.112	0.078	0.121
F13A1	P00488	False	F13A1_HUMAN		CPI-SS0DB9B9B49	0.0	0.0	0.046	0.05	0.008	0.0	0.0	0.003
VCAN	P13611	False	VCAN_HUMAN		CPI-SS09B7E7E15	0.101	0.13	0.045	1.162	0.053	1.803	0.2	0.116
ADAM23	O75077	False	ADAM23_HUMAN		CPI-SS0F59EBEC8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027
CD14	P08571	False	CD14_HUMAN		CPI-SS044700115	0.091	0.0	0.015	0.102	0.037	0.59	0.109	0.063
VWF	P04275	False	VWF_HUMAN		CPI-SS05E90015E	0.0	0.0	0.0	0.0	0.019	0.006	0.0	0.001
FN1	P02751	False	FN1_HUMAN		CPI-SS0ABEA8AB7	0.0	0.0	0.0	0.047	0.003	0.256	0.0	0.009
THBS1	P07996	False	THBS1_HUMAN		CPI-SS06EEF3EB3	0.098	0.135	0.018	0.252	0.048	0.112	0.078	0.121
VWF	P04275	False	VWF_HUMAN		CPI-SS0A963B02A	0.0	0.0	0.0	0.0	0.019	0.006	0.0	0.001
F12	P00748	False	F12_HUMAN		CPI-SS0E90C0E37	0.006	0.0	0.0	0.023	0.009	0.016	0.011	0.012
VWF	P04275	False	VWF_HUMAN		CPI-SS0D3FBE5C7	0.0	0.0	0.0	0.0	0.019	0.006	0.0	0.001
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS02F1B2170	0.14	0.768	0.049	1.658	0.317	1.639	1.22	0.426
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS05F88F595	0.025	0.137	0.0	0.473	0.018	0.445	0.37	0.053
THBS1	P07996	False	THBS1_HUMAN		CPI-SS07D70FA3D	0.098	0.135	0.018	0.252	0.048	0.112	0.078	0.121
F12	P00748	False	F12_HUMAN		CPI-SS0EDD4F3A6	0.006	0.0	0.0	0.023	0.009	0.016	0.011	0.012
VWF	P04275	False	VWF_HUMAN		CPI-SS08D09E4CD	0.0	0.0	0.0	0.0	0.019	0.006	0.0	0.001
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS014044B97	0.14	0.768	0.049	1.658	0.317	1.639	1.22	0.426
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS06EC816B2	0.025	0.137	0.0	0.473	0.018	0.445	0.37	0.053
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0D976DC4F	0.098	0.135	0.018	0.252	0.048	0.112	0.078	0.121
LTF	P02788	False	LTF_HUMAN		CPI-SS0B7EE52FF	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.0
F12	P00748	False	F12_HUMAN		CPI-SS0853C0705	0.006	0.0	0.0	0.023	0.009	0.016	0.011	0.012
VWF	P04275	False	VWF_HUMAN		CPI-SS09F8D23F9	0.0	0.0	0.0	0.0	0.019	0.006	0.0	0.001
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SS095A5B8F6	0.0	0.0	0.0	0.032	0.005	0.0	0.0	0.003
SERPING1	P05155	False	SERPING1_HUMAN		CPI-SS053F13142	0.013	0.0	0.026	0.023	0.133	0.012	0.008	0.008
VCAN	P13611	False	VCAN_HUMAN		CPI-SS056324226	0.101	0.13	0.045	1.162	0.053	1.803	0.2	0.116
