id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B|B	B|DC	B|Gran	B|HSPC	B|Mono	B|NK	B|T	DC|B	DC|DC	DC|Gran	DC|HSPC	DC|Mono	DC|NK	DC|T	Gran|B	Gran|DC	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|NK	Gran|T	HSPC|B	HSPC|DC	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|NK	HSPC|T	Mono|B	Mono|DC	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|NK	Mono|T	NK|B	NK|DC	NK|Gran	NK|HSPC	NK|Mono	NK|NK	NK|T	T|B	T|DC	T|Gran	T|HSPC	T|Mono	T|NK	T|T
CPI-SS07D7A06C1	RLN2_VIPR1	simple:P04090	simple:P32241	RLN2	VIPR1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.011	0.004	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.011	0.004	0.004
CPI-SS0EC70F078	SCT_VIPR1	simple:P09683	simple:P32241	SCT	VIPR1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.235	0.0	0.0	0.24	0.233	0.233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.01	0.003	0.004
CPI-SS09F6EBE93	CALM1_VIPR1	simple:P0DP23	simple:P32241	CALM1	VIPR1	False	False	False	user_curated	False	0.0	1.113	0.0	0.0	1.117	1.11	1.111	0.0	0.81	0.0	0.0	0.814	0.807	0.808	0.0	0.799	0.0	0.0	0.804	0.797	0.798	0.0	0.337	0.0	0.0	0.342	0.335	0.335	0.0	0.777	0.0	0.0	0.781	0.774	0.775	0.0	1.469	0.0	0.0	1.474	1.467	1.468	0.0	1.443	0.0	0.0	1.448	1.441	1.442
CPI-SS09EF65834	PTMA_VIPR1	simple:P06454	simple:P32241	PTMA	VIPR1	False	False	False	user_curated	False	0.0	2.161	0.0	0.0	2.166	2.159	2.16	0.0	1.903	0.0	0.0	1.908	1.901	1.901	0.0	1.887	0.0	0.0	1.892	1.885	1.886	0.0	1.844	0.0	0.0	1.849	1.842	1.842	0.0	1.746	0.0	0.0	1.75	1.743	1.744	0.0	2.089	0.0	0.0	2.094	2.087	2.088	0.0	1.993	0.0	0.0	1.998	1.991	1.991
CPI-SS03F2D0912	POMC_GPR84	simple:P01189	simple:Q9NQS5	POMC	GPR84	False	False	False	user_curated	False	0.0	0.059	0.046	0.038	0.084	0.0	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.011	0.004	0.049	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.034	0.026	0.072	0.0	0.024	0.0	0.059	0.046	0.038	0.084	0.0	0.036
CPI-SS0921F19C4	AVP_GPR84	simple:P01185	simple:Q9NQS5	AVP	GPR84	False	False	False	user_curated	False	0.0	0.03	0.016	0.009	0.055	0.0	0.007	0.0	0.032	0.019	0.011	0.057	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.016	0.009	0.055	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.01	0.002	0.048	0.0	0.001
CPI-SS0527B9DF1	RLN2_GPR84	simple:P04090	simple:Q9NQS5	RLN2	GPR84	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.011	0.004	0.049	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.01	0.003	0.049	0.0	0.001
CPI-SS06B1428D4	SCT_GPR84	simple:P09683	simple:Q9NQS5	SCT	GPR84	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.253	0.239	0.232	0.278	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.01	0.003	0.048	0.0	0.001
CPI-SS07297A3AD	ADM_GPR84	simple:P35318	simple:Q9NQS5	ADM	GPR84	False	False	False	user_curated	False	0.0	0.029	0.016	0.008	0.054	0.0	0.007	0.0	0.1	0.087	0.079	0.125	0.0	0.078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.018	0.01	0.056	0.0	0.008	0.0	0.144	0.13	0.123	0.169	0.0	0.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.012	0.004	0.05	0.0	0.002
CPI-SS055FC8123	INSL3_GPR84	simple:P51460	simple:Q9NQS5	INSL3	GPR84	False	False	False	user_curated	False	0.0	0.03	0.017	0.009	0.055	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.015	0.008	0.053	0.0	0.006	0.0	0.027	0.014	0.006	0.052	0.0	0.004	0.0	0.025	0.012	0.004	0.05	0.0	0.002	0.0	0.028	0.015	0.007	0.053	0.0	0.006
CPI-SS0422FB94A	GNAI2_ADRA2A	simple:P04899	simple:P08913	GNAI2	ADRA2A	False	False	False	user_curated	False	0.0	0.238	0.0	0.196	0.202	0.0	0.0	0.0	0.667	0.0	0.624	0.63	0.0	0.0	0.0	0.765	0.0	0.722	0.728	0.0	0.0	0.0	0.617	0.0	0.574	0.58	0.0	0.0	0.0	0.813	0.0	0.771	0.777	0.0	0.0	0.0	0.406	0.0	0.363	0.37	0.0	0.0	0.0	0.309	0.0	0.266	0.273	0.0	0.0
CPI-SS096DDDCBC	POMC_ADRA2A	simple:P01189	simple:P08913	POMC	ADRA2A	False	False	False	user_curated	False	0.0	0.081	0.0	0.038	0.044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.003	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068	0.0	0.026	0.032	0.0	0.0	0.0	0.08	0.0	0.037	0.044	0.0	0.0
CPI-SS094013D10	CXCL10_ADRA2A	simple:P02778	simple:P08913	CXCL10	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.002	0.008	0.0	0.0
CPI-SS0BCB0DBB3	APP_ADRA2A	simple:P05067	simple:P08913	APP	ADRA2A	False	False	False	user_curated	False	0.0	0.1	0.0	0.057	0.064	0.0	0.0	0.0	0.607	0.0	0.565	0.571	0.0	0.0	0.0	0.189	0.0	0.146	0.152	0.0	0.0	0.0	0.284	0.0	0.241	0.248	0.0	0.0	0.0	0.243	0.0	0.2	0.207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.028	0.034	0.0	0.0
CPI-SS09A4BB81D	C3_ADRA2A	simple:P01024	simple:P08913	C3	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.0	0.014	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.052	0.0	0.009	0.016	0.0	0.0	0.0	0.046	0.0	0.003	0.01	0.0	0.0	0.0	0.044	0.0	0.002	0.008	0.0	0.0
CPI-SS080900D13	PF4_ADRA2A	simple:P02776	simple:P08913	PF4	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.004	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.002	0.009	0.0	0.0	0.0	0.05	0.0	0.007	0.014	0.0	0.0	0.0	0.045	0.0	0.002	0.009	0.0	0.0	0.0	0.046	0.0	0.003	0.01	0.0	0.0
CPI-SS0E176DAD6	CORT_ADRA2A	simple:O00230	simple:P08913	CORT	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.024	0.031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.0	0.003	0.01	0.0	0.0
CPI-SS0206FC5C4	C5_ADRA2A	simple:P01031	simple:P08913	C5	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.051	0.0	0.008	0.015	0.0	0.0	0.0	0.047	0.0	0.004	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044	0.0	0.002	0.008	0.0	0.0
CPI-SS0B39D5003	PPBP_ADRA2A	simple:P02775	simple:P08913	PPBP	ADRA2A	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.0	0.006	0.012	0.0	0.0	0.0	0.057	0.0	0.014	0.021	0.0	0.0	0.0	0.045	0.0	0.002	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0833E9829	ANXA1_ADRA2A	simple:P04083	simple:P08913	ANXA1	ADRA2A	False	False	False	user_curated	False	0.0	0.06	0.0	0.017	0.024	0.0	0.0	0.0	0.805	0.0	0.762	0.769	0.0	0.0	0.0	1.902	0.0	1.859	1.866	0.0	0.0	0.0	1.006	0.0	0.963	0.969	0.0	0.0	0.0	1.547	0.0	1.504	1.511	0.0	0.0	0.0	0.363	0.0	0.321	0.327	0.0	0.0	0.0	0.384	0.0	0.342	0.348	0.0	0.0
CPI-SS0AA82A168	GNAI2_CXCR3	simple:P04899	simple:P49682	GNAI2	CXCR3	False	False	False	user_curated	False	0.264	0.209	0.0	0.198	0.204	0.272	0.422	0.693	0.638	0.0	0.626	0.632	0.7	0.85	0.791	0.736	0.0	0.724	0.73	0.798	0.948	0.642	0.588	0.0	0.576	0.582	0.65	0.8	0.839	0.784	0.0	0.773	0.779	0.847	0.996	0.432	0.377	0.0	0.365	0.371	0.439	0.589	0.335	0.28	0.0	0.268	0.275	0.342	0.492
CPI-SS080683E15	CXCL10_CXCR3	simple:P02778	simple:P49682	CXCL10	CXCR3	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.016	0.0	0.004	0.01	0.078	0.228
CPI-SS01A6823FA	PF4_CXCR3	simple:P02776	simple:P49682	PF4	CXCR3	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.018	0.0	0.007	0.013	0.081	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.071	0.016	0.0	0.005	0.011	0.079	0.228	0.076	0.021	0.0	0.009	0.016	0.083	0.233	0.071	0.016	0.0	0.004	0.011	0.078	0.228	0.072	0.017	0.0	0.005	0.011	0.079	0.229
CPI-SS0BF944C6D	CCL5_CXCR3	simple:P13501	simple:P49682	CCL5	CXCR3	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.098	0.044	0.0	0.032	0.038	0.106	0.256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.03	0.0	0.019	0.025	0.093	0.243	0.071	0.016	0.0	0.004	0.011	0.078	0.228	1.369	1.315	0.0	1.303	1.309	1.377	1.527	0.968	0.914	0.0	0.902	0.908	0.976	1.126
CPI-SS05E6C34AB	GNAI2_CAV1	simple:P04899	simple:Q03135	GNAI2	CAV1	False	False	False	user_curated	False	0.198	0.0	0.0	0.0	0.0	0.0	0.0	0.626	0.0	0.0	0.0	0.0	0.0	0.0	0.724	0.0	0.0	0.0	0.0	0.0	0.0	0.576	0.0	0.0	0.0	0.0	0.0	0.0	0.773	0.0	0.0	0.0	0.0	0.0	0.0	0.365	0.0	0.0	0.0	0.0	0.0	0.0	0.269	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09A4576D9	APP_CAV1	simple:P05067	simple:Q03135	APP	CAV1	False	False	False	user_curated	False	0.059	0.0	0.0	0.0	0.0	0.0	0.0	0.567	0.0	0.0	0.0	0.0	0.0	0.0	0.148	0.0	0.0	0.0	0.0	0.0	0.0	0.244	0.0	0.0	0.0	0.0	0.0	0.0	0.202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03FB81012	PDGFRB_CAV1	simple:P09619	simple:Q03135	PDGFRB	CAV1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0122128E0	TGFB1_CAV1	simple:P01137	simple:Q03135	TGFB1	CAV1	False	False	False	user_curated	False	0.553	0.0	0.0	0.0	0.0	0.0	0.0	0.353	0.0	0.0	0.0	0.0	0.0	0.0	0.214	0.0	0.0	0.0	0.0	0.0	0.0	0.189	0.0	0.0	0.0	0.0	0.0	0.0	0.396	0.0	0.0	0.0	0.0	0.0	0.0	1.118	0.0	0.0	0.0	0.0	0.0	0.0	1.002	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS086F43A39	ICAM1_CAV1	simple:P05362	simple:Q03135	ICAM1	CAV1	False	False	False	user_curated	False	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.133	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.0	0.0	0.0	0.0	0.0	0.0	0.163	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0187EE42A	DPP4_CAV1	simple:P27487	simple:Q03135	DPP4	CAV1	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0
