gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	DC	Ery	Gran	HSPC	Mono	NK	T
CALM1	P0DP23	False	CALM1_HUMAN		CPI-SS09F6EBE93	1.42	1.511	1.323	2.143	0.885	1.418	2.536	2.33
PTMA	P06454	False	PTMA_HUMAN		CPI-SS09EF65834	4.071	3.704	4.323	4.204	4.101	3.662	4.026	3.565
POMC	P01189	False	POMC_HUMAN		CPI-SS03F2D0912	0.019	0.026	0.149	0.019	0.058	0.021	0.022	0.04
AVP	P01185	False	AVP_HUMAN		CPI-SS0921F19C4	0.0	0.001	0.0	0.0	0.617	0.0	0.0	0.018
RLN2	P04090	False	RLN2_HUMAN		CPI-SS0527B9DF1	0.0	0.0	0.017	0.0	0.009	0.0	0.0	0.008
SCT	P09683	False	SCT_HUMAN		CPI-SS06B1428D4	0.0	0.162	0.0	0.005	0.0	0.0	0.0	0.0
ADM	P35318	False	ADM_HUMAN		CPI-SS07297A3AD	0.035	0.138	0.0	0.318	0.0	0.467	0.011	0.0
INSL3	P51460	False	INSL3_HUMAN		CPI-SS055FC8123	0.0	0.0	0.0	0.0	0.007	0.001	0.0	0.022
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0422FB94A	0.17	1.219	0.47	1.234	0.8	1.375	0.303	0.356
POMC	P01189	False	POMC_HUMAN		CPI-SS096DDDCBC	0.019	0.026	0.149	0.019	0.058	0.021	0.022	0.04
CXCL10	P02778	False	CXCL10_HUMAN		CPI-SS094013D10	0.012	0.005	0.0	0.0	0.0	0.003	0.0	0.0
APP	P05067	False	APP_HUMAN		CPI-SS0BCB0DBB3	0.157	0.463	0.034	0.317	0.214	0.259	0.008	0.038
C3	P01024	False	C3_HUMAN		CPI-SS09A4BB81D	0.0	0.0	0.004	0.0	0.0	0.009	0.0	0.0
PF4	P02776	False	PF4_HUMAN		CPI-SS080900D13	0.0	0.0	0.084	0.0	0.147	0.003	0.0	0.0
CORT	O00230	False	CORT_HUMAN		CPI-SS0E176DAD6	0.0	0.006	0.019	0.014	0.003	0.002	0.0	0.0
C5	P01031	False	C5_HUMAN		CPI-SS0206FC5C4	0.023	0.003	0.0	0.022	0.048	0.004	0.0	0.0
PPBP	P02775	False	PPBP_HUMAN		CPI-SS0B39D5003	0.0	0.0	0.096	0.0	0.059	0.007	0.009	0.014
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0833E9829	0.055	1.608	0.304	2.871	1.289	2.291	0.426	0.539
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0AA82A168	0.17	1.219	0.47	1.234	0.8	1.375	0.303	0.356
CXCL10	P02778	False	CXCL10_HUMAN		CPI-SS080683E15	0.012	0.005	0.0	0.0	0.0	0.003	0.0	0.0
PF4	P02776	False	PF4_HUMAN		CPI-SS01A6823FA	0.0	0.0	0.084	0.0	0.147	0.003	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0BF944C6D	0.059	0.018	0.093	0.072	0.023	0.02	2.09	0.902
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS05E6C34AB	0.17	1.219	0.47	1.234	0.8	1.375	0.303	0.356
APP	P05067	False	APP_HUMAN		CPI-SS09A4576D9	0.157	0.463	0.034	0.317	0.214	0.259	0.008	0.038
PDGFRB	P09619	False	PDGFRB_HUMAN		CPI-SS03FB81012	0.0	0.003	0.0	0.0	0.014	0.001	0.041	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0122128E0	0.229	0.509	0.184	0.511	0.426	0.735	1.587	0.642
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS086F43A39	0.037	0.122	0.0	0.062	0.0	0.232	0.059	0.014
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0187EE42A	0.013	0.051	0.0	0.003	0.006	0.0	0.0	0.042
HRAS	P01112	False	HRAS_HUMAN		CPI-SS07D0E29D8	0.054	0.081	0.2	0.12	0.086	0.076	0.072	0.011
ESR1	P03372	False	ESR1_HUMAN		CPI-SS0126A9645	0.0	0.0	0.0	0.0	0.005	0.001	0.0	0.0
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS0398E864A	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0
PTGS2	P35354	False	PTGS2_HUMAN		CPI-SS0D4BE9D37	0.002	0.211	0.0	0.272	0.027	0.357	0.0	0.027
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS03666DA7A	0.17	1.219	0.47	1.234	0.8	1.375	0.303	0.356
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	0.059	0.018	0.093	0.072	0.023	0.02	2.09	0.902
CD4	P01730	False	CD4_HUMAN		CPI-SS0ABB32BF0	0.0	0.272	0.035	0.112	0.003	0.219	0.007	0.085
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0B9E7D0EC	0.0	0.008	0.036	0.004	0.0	0.026	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	0.112	0.564	0.0	0.666	0.004	0.773	0.819	0.171
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	0.063	0.03	0.0	0.006	0.0	0.055	0.733	0.198
CCL3L1	P16619	False	CCL3L1_HUMAN		CPI-SS036B7E46C	0.0	0.082	0.0	0.068	0.005	0.176	0.16	0.033
S100A4	P26447	False	S100A4_HUMAN		CPI-SS05CA2B2B4	0.285	2.824	2.582	3.724	1.492	3.726	1.937	1.441
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0C39D566E	0.17	1.219	0.47	1.234	0.8	1.375	0.303	0.356
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.034	0.0	0.0	0.0	0.0	0.001	0.0	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0579FA162	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS00FD788E8	0.17	1.219	0.47	1.234	0.8	1.375	0.303	0.356
MMP2	P08253	False	MMP2_HUMAN		CPI-SS0AE8C3A27	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0
ITGA2B	P08514	False	ITGA2B_HUMAN		CPI-SS01B37D7D8	0.004	0.003	0.082	0.007	0.241	0.001	0.01	0.0
ITGB3	P05106	False	ITGB3_HUMAN		CPI-SS044094057	0.0	0.0	0.034	0.0	0.017	0.0	0.0	0.0
PRSS2	P07478	False	PRSS2_HUMAN		CPI-SS0A94DAC37	0.0	0.0	0.0	0.0	0.097	0.0	0.0	0.0
CTSG	P08311	False	CTSG_HUMAN		CPI-SS072BEC00E	0.0	0.019	0.0	0.538	0.178	0.005	0.0	0.0
GZMA	P12544	False	GZMA_HUMAN		CPI-SS07EA09568	0.0	0.0	0.0	0.005	0.0	0.002	0.543	0.216
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0A3CA0C16	0.17	1.219	0.47	1.234	0.8	1.375	0.303	0.356
FN1	P02751	False	FN1_HUMAN		CPI-SS027E3D40A	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0
C5	P01031	False	C5_HUMAN		CPI-SS00581282E	0.023	0.003	0.0	0.022	0.048	0.004	0.0	0.0
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0BAC17AD7	0.17	1.219	0.47	1.234	0.8	1.375	0.303	0.356
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0DE107E3C	0.17	1.219	0.47	1.234	0.8	1.375	0.303	0.356
PPBP	P02775	False	PPBP_HUMAN		CPI-SS0C491A3C1	0.0	0.0	0.096	0.0	0.059	0.007	0.009	0.014
CXCL8	P10145	False	CXCL8_HUMAN		CPI-SS0315F51DD	0.075	0.432	0.0	1.056	0.038	1.702	0.058	0.04
CXCL1	P09341	False	CXCL1_HUMAN		CPI-SS08102DC9E	0.0	0.0	0.0	0.011	0.0	0.031	0.0	0.0
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0F562FEA5	0.012	0.07	0.0	0.107	0.023	0.332	0.0	0.0
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS09185EA8F	0.014	0.029	0.0	0.021	0.011	0.074	0.0	0.007
MIF	P14174	False	MIF_HUMAN		CPI-SS0C2B9C062	0.737	1.451	2.108	1.838	2.246	1.202	0.993	1.378
CD74	P04233	False	CD74_HUMAN		CPI-SS001BAA737	2.658	3.737	0.036	2.254	1.266	2.487	0.517	0.49
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS08D8EC856	0.17	1.219	0.47	1.234	0.8	1.375	0.303	0.356
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0F739D3DB	0.055	1.608	0.304	2.871	1.289	2.291	0.426	0.539
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS09BED5DD4	0.17	1.219	0.47	1.234	0.8	1.375	0.303	0.356
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0DE6FCF38	0.17	1.219	0.47	1.234	0.8	1.375	0.303	0.356
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0CA4C783F	0.17	1.219	0.47	1.234	0.8	1.375	0.303	0.356
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS091AAE861	0.17	1.219	0.47	1.234	0.8	1.375	0.303	0.356
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS03BD27349	0.17	1.219	0.47	1.234	0.8	1.375	0.303	0.356
NRP1	O14786	False	NRP1_HUMAN		CPI-SS03D3108AE	0.0	0.035	0.0	0.0	0.0	0.008	0.0	0.0
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	0.014	0.007	0.0	0.009	0.0	0.003	0.062	0.378
S100A9	P06702	False	S100A9_HUMAN		CPI-SS0E873DD1D	0.049	1.414	0.0	4.54	0.0	3.759	0.296	0.08
S100B	P04271	False	S100B_HUMAN		CPI-SS0990BCA45	0.0	0.045	0.0	0.01	0.015	0.007	0.242	0.038
VWF	P04275	False	VWF_HUMAN		CPI-SS03B60356D	0.0	0.004	0.0	0.0	0.041	0.001	0.0	0.0
LRPAP1	P30533	False	LRPAP1_HUMAN		CPI-SS00BC1D7B7	0.33	0.503	0.478	0.711	0.402	0.704	0.431	0.335
APP	P05067	False	APP_HUMAN		CPI-SS01C1F9BD5	0.157	0.463	0.034	0.317	0.214	0.259	0.008	0.038
C3	P01024	False	C3_HUMAN		CPI-SS07BD289CC	0.0	0.0	0.004	0.0	0.0	0.009	0.0	0.0
PF4	P02776	False	PF4_HUMAN		CPI-SS0B6760FAD	0.0	0.0	0.084	0.0	0.147	0.003	0.0	0.0
CALR	P27797	False	CALR_HUMAN		CPI-SS0CA60658F	0.742	0.736	1.373	1.215	1.202	0.68	0.886	0.465
LDLR	P01130	False	LDLR_HUMAN		CPI-SS05D25E16C	0.073	0.096	0.031	0.196	0.153	0.179	0.053	0.116
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0B2A7EE22	0.027	0.203	0.0	0.695	0.011	1.432	0.046	0.034
MDK	P21741	False	MDK_HUMAN		CPI-SS006C6537E	0.042	0.055	0.003	0.028	0.279	0.016	0.02	0.0
HSPG2	P98160	False	HSPG2_HUMAN		CPI-SS01611BFB1	0.0	0.01	0.003	0.004	0.046	0.001	0.0	0.0
TFPI	P10646	False	TFPI_HUMAN		CPI-SS02732F2A4	0.0	0.025	0.26	0.025	0.366	0.01	0.0	0.0
F8	P00451	False	F8_HUMAN		CPI-SS0D47CF8AB	0.0	0.004	0.008	0.003	0.016	0.005	0.0	0.0
AGRN	O00468	False	AGRN_HUMAN		CPI-SS031728D8B	0.0	0.022	0.004	0.0	0.0	0.004	0.0	0.0
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0B54D7D88	0.0	0.025	0.0	0.043	0.024	0.013	0.0	0.0
SERPINE1	P05121	False	SERPINE1_HUMAN		CPI-SS08E77BC24	0.0	0.03	0.033	0.01	0.008	0.055	0.0	0.0
LPL	P06858	False	LPL_HUMAN		CPI-SS0F1351371	0.0	0.0	0.0	0.007	0.0	0.001	0.0	0.0
APOA1	P02647	False	APOA1_HUMAN		CPI-SS07FDE0981	0.0	0.01	0.0	0.027	0.023	0.004	0.034	0.017
APOE	P02649	False	APOE_HUMAN		CPI-SS0401F61EA	0.0	0.005	0.522	0.0	0.105	0.004	0.009	0.008
APOC2	P02655	False	APOC2_HUMAN		CPI-SS0DACCF1C5	0.0	0.0	0.004	0.004	0.0	0.001	0.0	0.0
LGALS9	O00182	False	LGALS9_HUMAN		CPI-SS0419B80C4	0.1	0.366	0.314	0.267	0.287	0.353	0.044	0.008
MMP9	P14780	False	MMP9_HUMAN		CPI-SS0B0C9B5EB	0.0	0.007	0.0	0.0	0.0	0.008	0.0	0.012
FCN1	O00602	False	FCN1_HUMAN		CPI-SS0BDEDE435	0.011	1.118	0.0	1.851	0.0	2.904	0.062	0.031
PLAT	P00750	False	PLAT_HUMAN		CPI-SS0CAD4D1F3	0.0	0.003	0.0	0.0	0.005	0.001	0.0	0.015
SERPINA1	P01009	False	SERPINA1_HUMAN		CPI-SS052F44300	0.0	0.404	0.0	0.33	0.0	1.551	0.0	0.012
A2M	P01023	False	A2M_HUMAN		CPI-SS03A1FC511	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.023
C1QB	P02746	False	C1QB_HUMAN		CPI-SS088CA72FA	0.0	0.008	0.0	0.0	0.0	0.02	0.0	0.0
LTF	P02788	False	LTF_HUMAN		CPI-SS0831A016E	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0
SERPING1	P05155	False	SERPING1_HUMAN		CPI-SS0C4DE5745	0.0	0.016	0.025	0.012	0.198	0.011	0.0	0.0
SERPINE2	P07093	False	SERPINE2_HUMAN		CPI-SS0BE6345A1	0.0	0.0	0.337	0.005	0.311	0.003	0.031	0.009
PSAP	P07602	False	PSAP_HUMAN		CPI-SS09F7411A6	0.314	1.577	0.403	1.678	0.353	2.39	0.597	0.194
HSP90AA1	P07900	False	HSP90AA1_HUMAN		CPI-SS0B982FDFC	1.968	2.19	3.335	2.274	2.578	1.777	1.917	2.101
HSP90B1	P14625	False	HSP90B1_HUMAN		CPI-SS0D0AAD278	0.911	1.488	1.503	1.933	1.359	1.111	1.018	0.667
VWF	P04275	False	VWF_HUMAN		CPI-SS058A32703	0.0	0.004	0.0	0.0	0.041	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS02BF2E3B8	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0805DE8B6	0.229	0.509	0.184	0.511	0.426	0.735	1.587	0.642
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS019974A83	0.024	0.003	0.003	0.0	0.006	0.001	0.0	0.0
SEMA7A	O75326	False	SEMA7A_HUMAN		CPI-SS0F6313749	0.027	0.039	0.038	0.0	0.006	0.006	0.012	0.008
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS004E2CF6B	0.021	0.003	0.0	0.0	0.0	0.0	0.011	0.024
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0BEA699C6	0.0	0.003	0.0	0.0	0.0	0.004	0.02	0.0
AGRN	O00468	False	AGRN_HUMAN		CPI-SS09FE3FCD6	0.0	0.022	0.004	0.0	0.0	0.004	0.0	0.0
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0A0F54D53	0.0	0.025	0.0	0.043	0.024	0.013	0.0	0.0
F13A1	P00488	False	F13A1_HUMAN		CPI-SS09112AE47	0.015	0.075	0.033	0.105	0.029	0.058	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS052C1D0E7	0.0	0.004	0.0	0.0	0.041	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0B1190CD5	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0E4272D6E	0.229	0.509	0.184	0.511	0.426	0.735	1.587	0.642
IGF1	P05019	False	IGF1_HUMAN		CPI-SS095F30639	0.034	0.0	0.0	0.0	0.0	0.001	0.0	0.0
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS0077CF16A	0.024	0.003	0.003	0.0	0.006	0.001	0.0	0.0
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS089D6E438	0.021	0.003	0.0	0.0	0.0	0.0	0.011	0.024
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0DCBC051A	0.0	0.025	0.0	0.043	0.024	0.013	0.0	0.0
SERPINE1	P05121	False	SERPINE1_HUMAN		CPI-SS062574DF1	0.0	0.03	0.033	0.01	0.008	0.055	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS0F6C256BB	0.0	0.004	0.0	0.0	0.041	0.001	0.0	0.0
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS05CBE1108	0.004	0.197	0.021	0.119	0.0	0.308	0.011	0.003
FN1	P02751	False	FN1_HUMAN		CPI-SS0683A318D	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS0371773ED	0.024	0.003	0.003	0.0	0.006	0.001	0.0	0.0
LAMB1	P07942	False	LAMB1_HUMAN		CPI-SS095B656F8	0.0	0.006	0.032	0.0	0.019	0.001	0.0	0.02
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SS08EF9A487	0.015	0.0	0.0	0.0	0.004	0.001	0.0	0.0
COL6A1	P12109	False	COL6A1_HUMAN		CPI-SS0C8D03B03	0.0	0.0	0.0	0.0	0.0	0.001	0.01	0.007
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS0A056285E	0.021	0.003	0.0	0.0	0.0	0.0	0.011	0.024
COL6A2	P12110	False	COL6A2_HUMAN		CPI-SS07B22F53C	0.0	0.0	0.0	0.002	0.0	0.0	0.185	0.058
COL4A4	P53420	False	COL4A4_HUMAN		CPI-SS099D8A355	0.0	0.0	0.0	0.0	0.006	0.001	0.0	0.0
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0DB833B3F	0.0	0.003	0.0	0.0	0.0	0.004	0.02	0.0
TGM2	P21980	False	TGM2_HUMAN		CPI-SS0D4D0A5DA	0.0	0.011	0.164	0.01	0.019	0.008	0.0	0.0
TNXB	P22105	False	TNXB_HUMAN		CPI-SS0D5C22B5B	0.0	0.0	0.027	0.0	0.0	0.001	0.0	0.0
F13A1	P00488	False	F13A1_HUMAN		CPI-SS061158AC6	0.015	0.075	0.033	0.105	0.029	0.058	0.0	0.0
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SS08A84828E	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.032
LAMB2	P55268	False	LAMB2_HUMAN		CPI-SS0B572E64A	0.004	0.0	0.0	0.002	0.0	0.002	0.0	0.0
ADAM15	Q13444	False	ADAM15_HUMAN		CPI-SS0122AF98A	0.0	0.079	0.036	0.16	0.038	0.104	0.022	0.0
LAMB3	Q13751	False	LAMB3_HUMAN		CPI-SS0E124F269	0.0	0.012	0.004	0.0	0.0	0.013	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS0FBF14A21	0.0	0.004	0.0	0.0	0.041	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0C42B3C45	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS07636301B	0.229	0.509	0.184	0.511	0.426	0.735	1.587	0.642
IGF1	P05019	False	IGF1_HUMAN		CPI-SS04D3333CF	0.034	0.0	0.0	0.0	0.0	0.001	0.0	0.0
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0DB069392	0.0	0.003	0.0	0.0	0.0	0.004	0.02	0.0
ADAM23	O75077	False	ADAM23_HUMAN		CPI-SS09CB92873	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.007
VWF	P04275	False	VWF_HUMAN		CPI-SS081035DEE	0.0	0.004	0.0	0.0	0.041	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0917DCF52	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0C2FD6EFC	0.027	0.203	0.0	0.695	0.011	1.432	0.046	0.034
F13A1	P00488	False	F13A1_HUMAN		CPI-SS0DB9B9B49	0.015	0.075	0.033	0.105	0.029	0.058	0.0	0.0
VCAN	P13611	False	VCAN_HUMAN		CPI-SS09B7E7E15	0.043	0.565	0.0	1.697	0.0	1.6	0.049	0.006
ADAM23	O75077	False	ADAM23_HUMAN		CPI-SS0F59EBEC8	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.007
CD14	P08571	False	CD14_HUMAN		CPI-SS044700115	0.0	0.074	0.0	0.612	0.0	1.054	0.009	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS05E90015E	0.0	0.004	0.0	0.0	0.041	0.001	0.0	0.0
FN1	P02751	False	FN1_HUMAN		CPI-SS0ABEA8AB7	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0
THBS1	P07996	False	THBS1_HUMAN		CPI-SS06EEF3EB3	0.027	0.203	0.0	0.695	0.011	1.432	0.046	0.034
VWF	P04275	False	VWF_HUMAN		CPI-SS0A963B02A	0.0	0.004	0.0	0.0	0.041	0.001	0.0	0.0
F12	P00748	False	F12_HUMAN		CPI-SS0E90C0E37	0.0	0.0	0.025	0.0	0.005	0.007	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS0D3FBE5C7	0.0	0.004	0.0	0.0	0.041	0.001	0.0	0.0
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS02F1B2170	0.039	0.84	0.0	1.273	0.117	1.262	0.9	0.186
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS05F88F595	0.036	0.046	0.0	0.215	0.013	0.26	0.169	0.055
THBS1	P07996	False	THBS1_HUMAN		CPI-SS07D70FA3D	0.027	0.203	0.0	0.695	0.011	1.432	0.046	0.034
F12	P00748	False	F12_HUMAN		CPI-SS0EDD4F3A6	0.0	0.0	0.025	0.0	0.005	0.007	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS08D09E4CD	0.0	0.004	0.0	0.0	0.041	0.001	0.0	0.0
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS014044B97	0.039	0.84	0.0	1.273	0.117	1.262	0.9	0.186
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS06EC816B2	0.036	0.046	0.0	0.215	0.013	0.26	0.169	0.055
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0D976DC4F	0.027	0.203	0.0	0.695	0.011	1.432	0.046	0.034
LTF	P02788	False	LTF_HUMAN		CPI-SS0B7EE52FF	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0
F12	P00748	False	F12_HUMAN		CPI-SS0853C0705	0.0	0.0	0.025	0.0	0.005	0.007	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS09F8D23F9	0.0	0.004	0.0	0.0	0.041	0.001	0.0	0.0
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SS095A5B8F6	0.032	0.0	0.0	0.014	0.012	0.006	0.033	0.011
SERPING1	P05155	False	SERPING1_HUMAN		CPI-SS053F13142	0.0	0.016	0.025	0.012	0.198	0.011	0.0	0.0
VCAN	P13611	False	VCAN_HUMAN		CPI-SS056324226	0.043	0.565	0.0	1.697	0.0	1.6	0.049	0.006
GP1BB	P13224	False	GP1BB_HUMAN		CPI-SS0A87165FB	0.0	0.003	0.254	0.0	0.708	0.005	0.011	0.0
GP9	P14770	False	GP9_HUMAN		CPI-SS081A15C77	0.0	0.0	0.091	0.003	0.042	0.0	0.0	0.0
VWF	P04275	False	VWF_HUMAN		CPI-SS0AE5FACC1	0.0	0.004	0.0	0.0	0.041	0.001	0.0	0.0
ITGB3	P05106	False	ITGB3_HUMAN		CPI-SS09ED77761	0.0	0.0	0.034	0.0	0.017	0.0	0.0	0.0
ITGB1	P05556	False	ITGB1_HUMAN		CPI-SS0C78BBDA2	0.102	0.391	0.971	0.514	0.457	0.648	0.268	0.413
ITGAV	P06756	False	ITGAV_HUMAN		CPI-SS0E3765D0D	0.027	0.042	0.028	0.059	0.081	0.05	0.042	0.021
SDC4	P31431	False	SDC4_HUMAN		CPI-SS09505F157	0.0	0.02	0.083	0.104	0.021	0.068	0.01	0.019
CD44	P16070	False	CD44_HUMAN		CPI-SS068F0DB9A	0.591	1.151	0.454	1.295	0.577	1.512	0.41	0.939
