gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	DC	Ery	Gran	HSPC	Mono	NK	T
PF4	P02776	False	PF4_HUMAN		CPI-SS01A6823FA	0.0	0.0	0.037	0.0	0.003	0.002	0.0	0.0
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0BF944C6D	0.015	0.117	0.041	0.024	0.05	0.02	1.114	0.512
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS05E6C34AB	0.196	0.318	0.15	0.676	0.562	0.789	0.373	0.315
APP	P05067	False	APP_HUMAN		CPI-SS09A4576D9	0.052	0.0	0.005	0.0	0.034	0.021	0.032	0.04
PDGFRB	P09619	False	PDGFRB_HUMAN		CPI-SS03FB81012	0.0	0.0	0.0	0.0	0.002	0.001	0.013	0.005
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0122128E0	0.186	0.127	0.121	0.284	0.232	0.358	0.564	0.404
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS086F43A39	0.03	0.0	0.013	0.066	0.015	0.136	0.046	0.02
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0187EE42A	0.0	0.0	0.019	0.0	0.003	0.0	0.0	0.029
HRAS	P01112	False	HRAS_HUMAN		CPI-SS07D0E29D8	0.041	0.113	0.076	0.064	0.057	0.043	0.061	0.033
ESR1	P03372	False	ESR1_HUMAN		CPI-SS0126A9645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
PTGS2	P35354	False	PTGS2_HUMAN		CPI-SS0D4BE9D37	0.007	0.084	0.0	0.033	0.031	0.051	0.007	0.01
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS03666DA7A	0.196	0.318	0.15	0.676	0.562	0.789	0.373	0.315
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	0.015	0.117	0.041	0.024	0.05	0.02	1.114	0.512
CD4	P01730	False	CD4_HUMAN		CPI-SS0ABB32BF0	0.0	0.0	0.015	0.288	0.006	0.279	0.008	0.095
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0B9E7D0EC	0.097	0.0	0.026	0.048	0.042	0.076	0.066	0.07
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	0.026	0.0	0.0	0.144	0.007	0.104	0.735	0.057
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	0.012	0.0	0.0	0.0	0.0	0.011	0.761	0.104
CCL3L1	P16619	False	CCL3L1_HUMAN		CPI-SS036B7E46C	0.015	0.0	0.0	0.0	0.01	0.036	0.084	0.017
S100A4	P26447	False	S100A4_HUMAN		CPI-SS05CA2B2B4	0.481	0.767	0.875	1.257	0.781	1.496	1.193	1.22
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0C39D566E	0.196	0.318	0.15	0.676	0.562	0.789	0.373	0.315
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0579FA162	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.001
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS00FD788E8	0.196	0.318	0.15	0.676	0.562	0.789	0.373	0.315
MMP2	P08253	False	MMP2_HUMAN		CPI-SS0AE8C3A27	0.003	0.0	0.0	0.0	0.047	0.002	0.006	0.002
ITGA2B	P08514	False	ITGA2B_HUMAN		CPI-SS01B37D7D8	0.005	0.0	0.07	0.0	0.032	0.001	0.013	0.002
ITGB3	P05106	False	ITGB3_HUMAN		CPI-SS044094057	0.0	0.0	0.025	0.0	0.002	0.0	0.0	0.0
PRSS2	P07478	False	PRSS2_HUMAN		CPI-SS0A94DAC37	0.004	0.0	0.0	0.0	0.004	0.0	0.0	0.0
CTSG	P08311	False	CTSG_HUMAN		CPI-SS072BEC00E	0.008	0.0	0.0	0.51	0.506	0.006	0.014	0.013
GZMA	P12544	False	GZMA_HUMAN		CPI-SS07EA09568	0.0	0.0	0.0	0.0	0.0	0.005	0.957	0.291
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0A3CA0C16	0.196	0.318	0.15	0.676	0.562	0.789	0.373	0.315
FN1	P02751	False	FN1_HUMAN		CPI-SS027E3D40A	0.0	0.0	0.0	0.032	0.002	0.144	0.0	0.006
C5	P01031	False	C5_HUMAN		CPI-SS00581282E	0.0	0.0	0.04	0.019	0.003	0.006	0.0	0.001
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0BAC17AD7	0.196	0.318	0.15	0.676	0.562	0.789	0.373	0.315
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0023122D0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS085021184	0.196	0.318	0.15	0.676	0.562	0.789	0.373	0.315
PPBP	P02775	False	PPBP_HUMAN		CPI-SS07AB1C381	0.005	0.0	0.046	0.0	0.018	0.006	0.0	0.002
CXCL8	P10145	False	CXCL8_HUMAN		CPI-SS0698C4DC4	0.222	0.18	0.136	0.168	0.481	0.486	0.242	0.2
CXCL1	P09341	False	CXCL1_HUMAN		CPI-SS0C62E5DD8	0.0	0.0	0.0	0.0	0.011	0.019	0.0	0.003
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS040630206	0.023	0.106	0.005	0.0	0.261	0.241	0.018	0.03
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS0D04AE221	0.025	0.0	0.005	0.0	0.125	0.101	0.034	0.034
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0DE107E3C	0.196	0.318	0.15	0.676	0.562	0.789	0.373	0.315
PPBP	P02775	False	PPBP_HUMAN		CPI-SS0C491A3C1	0.005	0.0	0.046	0.0	0.018	0.006	0.0	0.002
CXCL8	P10145	False	CXCL8_HUMAN		CPI-SS0315F51DD	0.222	0.18	0.136	0.168	0.481	0.486	0.242	0.2
CXCL1	P09341	False	CXCL1_HUMAN		CPI-SS08102DC9E	0.0	0.0	0.0	0.0	0.011	0.019	0.0	0.003
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0F562FEA5	0.023	0.106	0.005	0.0	0.261	0.241	0.018	0.03
CXCL3	P19876	False	CXCL3_HUMAN		CPI-SS09185EA8F	0.025	0.0	0.005	0.0	0.125	0.101	0.034	0.034
MIF	P14174	False	MIF_HUMAN		CPI-SS0C2B9C062	0.641	0.758	0.294	0.937	1.122	0.643	0.795	0.857
CD74	P04233	False	CD74_HUMAN		CPI-SS001BAA737	1.535	1.525	0.127	1.151	0.922	1.151	0.587	0.519
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS08D8EC856	0.196	0.318	0.15	0.676	0.562	0.789	0.373	0.315
ANXA1	P04083	False	ANXA1_HUMAN		CPI-SS0F739D3DB	0.383	0.793	0.195	1.054	0.955	1.164	0.832	0.75
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS09BED5DD4	0.196	0.318	0.15	0.676	0.562	0.789	0.373	0.315
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0DE6FCF38	0.196	0.318	0.15	0.676	0.562	0.789	0.373	0.315
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS0CA4C783F	0.196	0.318	0.15	0.676	0.562	0.789	0.373	0.315
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS091AAE861	0.196	0.318	0.15	0.676	0.562	0.789	0.373	0.315
GNAI2	P04899	False	GNAI2_HUMAN		CPI-SS03BD27349	0.196	0.318	0.15	0.676	0.562	0.789	0.373	0.315
NRP1	O14786	False	NRP1_HUMAN		CPI-SS03D3108AE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001
CD6	P30203	False	CD6_HUMAN		CPI-SS08991B378	0.024	0.0	0.0	0.024	0.0	0.003	0.107	0.196
S100A9	P06702	False	S100A9_HUMAN		CPI-SS0E873DD1D	0.46	0.519	0.17	0.86	0.256	1.453	0.533	0.49
S100B	P04271	False	S100B_HUMAN		CPI-SS0990BCA45	0.0	0.163	0.025	0.055	0.057	0.003	0.007	0.002
VWF	P04275	False	VWF_HUMAN		CPI-SS03B60356D	0.0	0.0	0.0	0.0	0.011	0.004	0.0	0.001
LRPAP1	P30533	False	LRPAP1_HUMAN		CPI-SS00BC1D7B7	0.096	0.113	0.183	0.214	0.283	0.247	0.2	0.174
APP	P05067	False	APP_HUMAN		CPI-SS01C1F9BD5	0.052	0.0	0.005	0.0	0.034	0.021	0.032	0.04
C3	P01024	False	C3_HUMAN		CPI-SS07BD289CC	0.0	0.0	0.0	0.0	0.0	0.153	0.0	0.001
PF4	P02776	False	PF4_HUMAN		CPI-SS0B6760FAD	0.0	0.0	0.037	0.0	0.003	0.002	0.0	0.0
CALR	P27797	False	CALR_HUMAN		CPI-SS0CA60658F	0.372	0.208	0.723	0.964	0.869	0.418	0.526	0.364
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0
LDLR	P01130	False	LDLR_HUMAN		CPI-SS05D25E16C	0.002	0.0	0.045	0.208	0.076	0.062	0.083	0.04
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0B2A7EE22	0.059	0.089	0.014	0.161	0.033	0.069	0.046	0.075
MDK	P21741	False	MDK_HUMAN		CPI-SS006C6537E	0.028	0.0	0.077	0.018	0.126	0.021	0.024	0.035
HSPG2	P98160	False	HSPG2_HUMAN		CPI-SS01611BFB1	0.0	0.0	0.076	0.064	0.018	0.004	0.007	0.003
TFPI	P10646	False	TFPI_HUMAN		CPI-SS02732F2A4	0.013	0.0	0.214	0.0	0.191	0.015	0.011	0.017
F8	P00451	False	F8_HUMAN		CPI-SS0D47CF8AB	0.0	0.0	0.009	0.0	0.009	0.008	0.0	0.006
AGRN	O00468	False	AGRN_HUMAN		CPI-SS031728D8B	0.0	0.084	0.0	0.0	0.002	0.006	0.007	0.002
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0B54D7D88	0.004	0.0	0.0	0.033	0.036	0.002	0.0	0.003
SERPINE1	P05121	False	SERPINE1_HUMAN		CPI-SS08E77BC24	0.004	0.0	0.0	0.0	0.0	0.007	0.0	0.001
LPL	P06858	False	LPL_HUMAN		CPI-SS0F1351371	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0
APOA1	P02647	False	APOA1_HUMAN		CPI-SS07FDE0981	0.009	0.0	0.0	0.052	0.035	0.006	0.021	0.017
APOE	P02649	False	APOE_HUMAN		CPI-SS0401F61EA	0.003	0.0	0.375	0.0	0.009	0.005	0.008	0.003
APOC2	P02655	False	APOC2_HUMAN		CPI-SS0DACCF1C5	0.0	0.0	0.007	0.0	0.074	0.0	0.0	0.0
LGALS9	O00182	False	LGALS9_HUMAN		CPI-SS0419B80C4	0.097	0.185	0.083	0.194	0.229	0.224	0.076	0.039
MMP9	P14780	False	MMP9_HUMAN		CPI-SS0B0C9B5EB	0.0	0.0	0.0	0.0	0.0	0.002	0.019	0.027
FCN1	O00602	False	FCN1_HUMAN		CPI-SS0BDEDE435	0.033	0.07	0.046	0.442	0.06	1.068	0.084	0.09
PLAT	P00750	False	PLAT_HUMAN		CPI-SS0CAD4D1F3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006
SERPINA1	P01009	False	SERPINA1_HUMAN		CPI-SS052F44300	0.012	0.0	0.0	0.331	0.017	0.9	0.018	0.007
A2M	P01023	False	A2M_HUMAN		CPI-SS03A1FC511	0.0	0.0	0.0	0.0	0.001	0.0	0.013	0.007
C1QB	P02746	False	C1QB_HUMAN		CPI-SS088CA72FA	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0
LTF	P02788	False	LTF_HUMAN		CPI-SS0831A016E	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0
SERPING1	P05155	False	SERPING1_HUMAN		CPI-SS0C4DE5745	0.008	0.0	0.02	0.019	0.094	0.008	0.005	0.005
SERPINE2	P07093	False	SERPINE2_HUMAN		CPI-SS0BE6345A1	0.017	0.0	0.0	0.0	0.014	0.019	0.043	0.008
PSAP	P07602	False	PSAP_HUMAN		CPI-SS09F7411A6	0.181	0.507	0.291	0.763	0.286	1.263	0.276	0.205
HSP90AA1	P07900	False	HSP90AA1_HUMAN		CPI-SS0B982FDFC	0.984	1.183	1.11	1.148	1.232	0.798	1.036	1.098
LIPC	P11150	False	LIPC_HUMAN		CPI-SS09E7E3A89	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0
HSP90B1	P14625	False	HSP90B1_HUMAN		CPI-SS0D0AAD278	0.396	0.558	0.332	0.921	0.73	0.44	0.528	0.422
VWF	P04275	False	VWF_HUMAN		CPI-SS058A32703	0.0	0.0	0.0	0.0	0.011	0.004	0.0	0.001
FN1	P02751	False	FN1_HUMAN		CPI-SS02BF2E3B8	0.0	0.0	0.0	0.032	0.002	0.144	0.0	0.006
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0805DE8B6	0.186	0.127	0.121	0.284	0.232	0.358	0.564	0.404
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS019974A83	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.001
SEMA7A	O75326	False	SEMA7A_HUMAN		CPI-SS0F6313749	0.011	0.0	0.0	0.0	0.01	0.004	0.0	0.001
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS004E2CF6B	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.008
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0BEA699C6	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.005
AGRN	O00468	False	AGRN_HUMAN		CPI-SS09FE3FCD6	0.0	0.084	0.0	0.0	0.002	0.006	0.007	0.002
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0A0F54D53	0.004	0.0	0.0	0.033	0.036	0.002	0.0	0.003
F13A1	P00488	False	F13A1_HUMAN		CPI-SS09112AE47	0.0	0.0	0.025	0.033	0.005	0.0	0.0	0.002
VWF	P04275	False	VWF_HUMAN		CPI-SS052C1D0E7	0.0	0.0	0.0	0.0	0.011	0.004	0.0	0.001
FN1	P02751	False	FN1_HUMAN		CPI-SS0B1190CD5	0.0	0.0	0.0	0.032	0.002	0.144	0.0	0.006
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS0E4272D6E	0.186	0.127	0.121	0.284	0.232	0.358	0.564	0.404
IGF1	P05019	False	IGF1_HUMAN		CPI-SS095F30639	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0BD7F0DE4	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS0077CF16A	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.001
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS089D6E438	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.008
PLAU	P00749	False	PLAU_HUMAN		CPI-SS0DCBC051A	0.004	0.0	0.0	0.033	0.036	0.002	0.0	0.003
SERPINE1	P05121	False	SERPINE1_HUMAN		CPI-SS062574DF1	0.004	0.0	0.0	0.0	0.0	0.007	0.0	0.001
VWF	P04275	False	VWF_HUMAN		CPI-SS0F6C256BB	0.0	0.0	0.0	0.0	0.011	0.004	0.0	0.001
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS05CBE1108	0.013	0.0	0.226	0.0	0.008	0.049	0.038	0.012
FN1	P02751	False	FN1_HUMAN		CPI-SS0683A318D	0.0	0.0	0.0	0.032	0.002	0.144	0.0	0.006
LAMA5	O15230	False	LAMA5_HUMAN		CPI-SS0371773ED	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.001
LAMB1	P07942	False	LAMB1_HUMAN		CPI-SS095B656F8	0.004	0.0	0.0	0.0	0.001	0.001	0.0	0.006
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SS08EF9A487	0.008	0.0	0.0	0.0	0.0	0.001	0.0	0.002
COL6A1	P12109	False	COL6A1_HUMAN		CPI-SS0C8D03B03	0.0	0.0	0.0	0.0	0.003	0.0	0.012	0.004
COL1A1	P02452	False	COL1A1_HUMAN		CPI-SS0A056285E	0.02	0.0	0.0	0.0	0.0	0.0	0.007	0.008
COL6A2	P12110	False	COL6A2_HUMAN		CPI-SS07B22F53C	0.0	0.0	0.0	0.0	0.003	0.001	0.108	0.025
COL4A4	P53420	False	COL4A4_HUMAN		CPI-SS099D8A355	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0DB833B3F	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.005
TGM2	P21980	False	TGM2_HUMAN		CPI-SS0D4D0A5DA	0.0	0.0	0.158	0.026	0.0	0.058	0.0	0.001
TNXB	P22105	False	TNXB_HUMAN		CPI-SS0D5C22B5B	0.0	0.0	0.064	0.0	0.0	0.0	0.0	0.002
F13A1	P00488	False	F13A1_HUMAN		CPI-SS061158AC6	0.0	0.0	0.025	0.033	0.005	0.0	0.0	0.002
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SS08A84828E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003
LAMB2	P55268	False	LAMB2_HUMAN		CPI-SS0B572E64A	0.004	0.0	0.0	0.0	0.043	0.002	0.0	0.001
ADAM15	Q13444	False	ADAM15_HUMAN		CPI-SS0122AF98A	0.018	0.0	0.024	0.185	0.093	0.084	0.052	0.025
LAMB3	Q13751	False	LAMB3_HUMAN		CPI-SS0E124F269	0.004	0.0	0.0	0.0	0.006	0.021	0.02	0.003
VWF	P04275	False	VWF_HUMAN		CPI-SS0FBF14A21	0.0	0.0	0.0	0.0	0.011	0.004	0.0	0.001
FN1	P02751	False	FN1_HUMAN		CPI-SS0C42B3C45	0.0	0.0	0.0	0.032	0.002	0.144	0.0	0.006
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS07636301B	0.186	0.127	0.121	0.284	0.232	0.358	0.564	0.404
IGF1	P05019	False	IGF1_HUMAN		CPI-SS04D3333CF	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAM12	O43184	False	ADAM12_HUMAN		CPI-SS0DB069392	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.005
ADAM23	O75077	False	ADAM23_HUMAN		CPI-SS09CB92873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017
VWF	P04275	False	VWF_HUMAN		CPI-SS081035DEE	0.0	0.0	0.0	0.0	0.011	0.004	0.0	0.001
FN1	P02751	False	FN1_HUMAN		CPI-SS0917DCF52	0.0	0.0	0.0	0.032	0.002	0.144	0.0	0.006
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0C2FD6EFC	0.059	0.089	0.014	0.161	0.033	0.069	0.046	0.075
F13A1	P00488	False	F13A1_HUMAN		CPI-SS0DB9B9B49	0.0	0.0	0.025	0.033	0.005	0.0	0.0	0.002
VCAN	P13611	False	VCAN_HUMAN		CPI-SS09B7E7E15	0.063	0.086	0.035	0.551	0.036	0.901	0.119	0.073
ADAM23	O75077	False	ADAM23_HUMAN		CPI-SS0F59EBEC8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017
CD14	P08571	False	CD14_HUMAN		CPI-SS044700115	0.053	0.0	0.011	0.068	0.024	0.34	0.064	0.039
VWF	P04275	False	VWF_HUMAN		CPI-SS05E90015E	0.0	0.0	0.0	0.0	0.011	0.004	0.0	0.001
FN1	P02751	False	FN1_HUMAN		CPI-SS0ABEA8AB7	0.0	0.0	0.0	0.032	0.002	0.144	0.0	0.006
THBS1	P07996	False	THBS1_HUMAN		CPI-SS06EEF3EB3	0.059	0.089	0.014	0.161	0.033	0.069	0.046	0.075
VWF	P04275	False	VWF_HUMAN		CPI-SS0A963B02A	0.0	0.0	0.0	0.0	0.011	0.004	0.0	0.001
F12	P00748	False	F12_HUMAN		CPI-SS0E90C0E37	0.004	0.0	0.0	0.019	0.007	0.01	0.007	0.007
VWF	P04275	False	VWF_HUMAN		CPI-SS0D3FBE5C7	0.0	0.0	0.0	0.0	0.011	0.004	0.0	0.001
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS02F1B2170	0.082	0.438	0.038	0.902	0.221	0.882	0.659	0.25
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS05F88F595	0.015	0.089	0.0	0.28	0.013	0.271	0.208	0.031
THBS1	P07996	False	THBS1_HUMAN		CPI-SS07D70FA3D	0.059	0.089	0.014	0.161	0.033	0.069	0.046	0.075
F12	P00748	False	F12_HUMAN		CPI-SS0EDD4F3A6	0.004	0.0	0.0	0.019	0.007	0.01	0.007	0.007
VWF	P04275	False	VWF_HUMAN		CPI-SS08D09E4CD	0.0	0.0	0.0	0.0	0.011	0.004	0.0	0.001
ITGB2	P05107	False	ITGB2_HUMAN		CPI-SS014044B97	0.082	0.438	0.038	0.902	0.221	0.882	0.659	0.25
ITGAM	P11215	False	ITGAM_HUMAN		CPI-SS06EC816B2	0.015	0.089	0.0	0.28	0.013	0.271	0.208	0.031
THBS1	P07996	False	THBS1_HUMAN		CPI-SS0D976DC4F	0.059	0.089	0.014	0.161	0.033	0.069	0.046	0.075
LTF	P02788	False	LTF_HUMAN		CPI-SS0B7EE52FF	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0
F12	P00748	False	F12_HUMAN		CPI-SS0853C0705	0.004	0.0	0.0	0.019	0.007	0.01	0.007	0.007
VWF	P04275	False	VWF_HUMAN		CPI-SS09F8D23F9	0.0	0.0	0.0	0.0	0.011	0.004	0.0	0.001
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SS095A5B8F6	0.0	0.0	0.0	0.024	0.004	0.0	0.0	0.002
SERPING1	P05155	False	SERPING1_HUMAN		CPI-SS053F13142	0.008	0.0	0.02	0.019	0.094	0.008	0.005	0.005
VCAN	P13611	False	VCAN_HUMAN		CPI-SS056324226	0.063	0.086	0.035	0.551	0.036	0.901	0.119	0.073
